sex,citizen,geo,year,Number per 1000 people
Males,EU27 countries (from 2020) except reporting country,Sweden,2014,7.5
Males,EU27 countries (from 2020) except reporting country,Sweden,2015,4.9
Males,EU27 countries (from 2020) except reporting country,Sweden,2016,5.7
Males,EU27 countries (from 2020) except reporting country,Sweden,2017,6.1
Males,EU27 countries (from 2020) except reporting country,Sweden,2018,3.5
Males,EU27 countries (from 2020) except reporting country,Sweden,2019,5.2
Males,EU27 countries (from 2020) except reporting country,Sweden,2020,6.9
Males,EU27 countries (from 2020) except reporting country,Sweden,2021,4.9
Males,EU27 countries (from 2020) except reporting country,Sweden,2022,4.9
Males,EU27 countries (from 2020) except reporting country,Sweden,2023,6.7
Males,EU27 countries (from 2020) except reporting country,United Kingdom,2014,46.6
Males,EU27 countries (from 2020) except reporting country,United Kingdom,2015,49.2
Males,EU27 countries (from 2020) except reporting country,United Kingdom,2016,44.4
Males,EU27 countries (from 2020) except reporting country,United Kingdom,2017,34.2
Males,EU27 countries (from 2020) except reporting country,United Kingdom,2018,32.2
Males,EU27 countries (from 2020) except reporting country,United Kingdom,2019,33.4
Males,Foreign country,Austria,2014,36.6
Males,Foreign country,Austria,2015,39.9
Males,Foreign country,Austria,2016,47.0
Males,Foreign country,Austria,2017,44.2
Males,Foreign country,Austria,2018,41.0
Males,Foreign country,Austria,2019,37.5
Males,Foreign country,Austria,2020,51.1
Males,Foreign country,Austria,2021,54.2
Males,Foreign country,Austria,2022,43.7
Males,Foreign country,Austria,2023,54.0
Males,Foreign country,Belgium,2014,53.3
Males,Foreign country,Belgium,2015,52.0
Males,Foreign country,Belgium,2016,46.5
Males,Foreign country,Belgium,2017,45.1
Males,Foreign country,Belgium,2018,42.7
Males,Foreign country,Belgium,2019,31.9
Males,Foreign country,Belgium,2020,33.3
Males,Foreign country,Belgium,2021,34.7
Males,Foreign country,Belgium,2022,33.6
Males,Foreign country,Belgium,2023,39.2
Males,Foreign country,Switzerland,2014,55.5
Males,Foreign country,Switzerland,2015,58.5
Males,Foreign country,Switzerland,2016,62.4
Males,Foreign country,Switzerland,2017,54.0
Males,Foreign country,Switzerland,2018,53.0
Males,Foreign country,Switzerland,2019,50.7
Males,Foreign country,Switzerland,2020,53.5
Males,Foreign country,Switzerland,2021,58.8
Males,Foreign country,Switzerland,2022,46.8
Males,Foreign country,Switzerland,2023,46.8
Males,Foreign country,Cyprus,2014,6.4
Males,Foreign country,Cyprus,2015,5.4
Males,Foreign country,Cyprus,2016,5.5
Males,Foreign country,Cyprus,2017,4.9
Males,Foreign country,Cyprus,2018,3.6
Males,Foreign country,Cyprus,2019,3.3
Males,Foreign country,Cyprus,2020,5.6
Males,Foreign country,Cyprus,2021,5.6
Males,Foreign country,Cyprus,2022,5.1
Males,Foreign country,Cyprus,2023,5.7
Males,Foreign country,Czechia,2014,3.0
Males,Foreign country,Czechia,2015,2.3
Males,Foreign country,Czechia,2016,2.1
Males,Foreign country,Czechia,2017,1.2
Males,Foreign country,Czechia,2018,1.1
Males,Foreign country,Czechia,2019,0.7
Males,Foreign country,Czechia,2020,2.1
Males,Foreign country,Czechia,2021,1.9
Males,Foreign country,Czechia,2022,2.3
Males,Foreign country,Czechia,2023,2.9
Males,Foreign country,Germany,2014,228.2
Males,Foreign country,Germany,2015,235.8
Males,Foreign country,Germany,2016,256.0
Males,Foreign country,Germany,2017,266.8
Males,Foreign country,Germany,2018,263.0
Males,Foreign country,Germany,2019,247.8
Males,Foreign country,Germany,2020,324.1
Males,Foreign country,Germany,2021,275.4
Males,Foreign country,Germany,2022,241.0
Males,Foreign country,Germany,2023,245.0
Males,Foreign country,Denmark,2014,14.1
Males,Foreign country,Denmark,2015,13.4
Males,Foreign country,Denmark,2016,11.6
Males,Foreign country,Denmark,2017,13.0
Males,Foreign country,Denmark,2018,12.3
Males,Foreign country,Denmark,2019,9.6
Males,Foreign country,Denmark,2020,10.4
Males,Foreign country,Denmark,2021,10.2
Males,Foreign country,Denmark,2022,10.4
Males,Foreign country,Denmark,2023,11.9
Males,Foreign country,Estonia,2014,7.1
Males,Foreign country,Estonia,2015,4.9
Males,Foreign country,Estonia,2016,7.2
Males,Foreign country,Estonia,2017,6.4
Males,Foreign country,Estonia,2018,5.7
Males,Foreign country,Estonia,2019,3.4
Males,Foreign country,Estonia,2020,6.0
Males,Foreign country,Estonia,2021,5.9
Males,Foreign country,Estonia,2022,5.4
Males,Foreign country,Estonia,2023,4.7
Males,Foreign country,Greece,2014,75.3
Males,Foreign country,Greece,2015,59.2
Males,Foreign country,Greece,2016,49.3
Males,Foreign country,Greece,2017,39.9
Males,Foreign country,Greece,2018,32.3
Males,Foreign country,Greece,2019,36.6
Males,Foreign country,Greece,2020,31.8
Males,Foreign country,Greece,2021,15.5
Males,Foreign country,Greece,2022,12.6
Males,Foreign country,Greece,2023,9.7
Males,Foreign country,Spain,2014,521.1
Males,Foreign country,Spain,2015,435.3
Males,Foreign country,Spain,2016,356.5
Males,Foreign country,Spain,2017,319.5
Males,Foreign country,Spain,2018,301.6
Males,Foreign country,Spain,2019,286.3
Males,Foreign country,Spain,2020,339.1
Males,Foreign country,Spain,2021,321.8
Males,Foreign country,Spain,2022,292.5
Males,Foreign country,Spain,2023,293.1
Males,Foreign country,Finland,2014,8.7
Males,Foreign country,Finland,2015,7.9
Males,Foreign country,Finland,2016,7.1
Males,Foreign country,Finland,2017,7.0
Males,Foreign country,Finland,2018,7.0
Males,Foreign country,Finland,2019,6.9
Males,Foreign country,Finland,2020,8.3
Males,Foreign country,Finland,2021,11.9
Males,Foreign country,Finland,2022,12.3
Males,Foreign country,Finland,2023,15.8
Males,Foreign country,France,2014,191.5
Males,Foreign country,France,2015,213.0
Males,Foreign country,France,2016,195.2
Males,Foreign country,France,2017,187.1
Males,Foreign country,France,2018,174.1
Males,Foreign country,France,2019,156.0
Males,Foreign country,France,2020,155.2
Males,Foreign country,France,2021,148.7
Males,Foreign country,France,2022,139.3
Males,Foreign country,France,2023,144.3
Males,Foreign country,Ireland,2014,24.3
Males,Foreign country,Ireland,2015,20.9
Males,Foreign country,Ireland,2016,16.2
Males,Foreign country,Ireland,2017,14.6
Males,Foreign country,Ireland,2018,12.2
Males,Foreign country,Ireland,2019,11.7
Males,Foreign country,Ireland,2020,15.1
Males,Foreign country,Ireland,2021,16.4
Males,Foreign country,Ireland,2022,11.3
Males,Foreign country,Ireland,2023,13.0
Males,Foreign country,Iceland,2020,1.1
Males,Foreign country,Iceland,2021,1.1
Males,Foreign country,Iceland,2022,1.0
Males,Foreign country,Iceland,2023,1.2
Males,Foreign country,Italy,2014,238.0
Males,Foreign country,Italy,2015,228.7
Males,Foreign country,Italy,2016,212.1
Males,Foreign country,Italy,2017,193.9
Males,Foreign country,Italy,2018,176.1
Males,Foreign country,Italy,2019,178.7
Males,Foreign country,Italy,2020,167.7
Males,Foreign country,Italy,2021,179.9
Males,Foreign country,Italy,2022,146.8
Males,Foreign country,Italy,2023,143.3
Males,Foreign country,Lithuania,2022,1.1
Males,Foreign country,Luxembourg,2014,5.7
Males,Foreign country,Luxembourg,2015,6.3
Males,Foreign country,Luxembourg,2016,6.1
Males,Foreign country,Luxembourg,2017,5.7
Males,Foreign country,Luxembourg,2018,5.3
Males,Foreign country,Luxembourg,2019,6.0
Males,Foreign country,Luxembourg,2020,6.9
Males,Foreign country,Luxembourg,2021,5.0
Males,Foreign country,Luxembourg,2022,4.1
Males,Foreign country,Luxembourg,2023,5.6
Males,Foreign country,Latvia,2014,12.4
Males,Foreign country,Latvia,2015,9.3
Males,Foreign country,Latvia,2016,8.0
Males,Foreign country,Latvia,2017,9.2
Males,Foreign country,Latvia,2018,8.1
Males,Foreign country,Latvia,2019,5.1
Males,Foreign country,Latvia,2020,6.5
Males,Foreign country,Latvia,2021,6.6
Males,Foreign country,Latvia,2022,5.4
Males,Foreign country,Latvia,2023,5.1
Males,Foreign country,Malta,2017,1.6
Males,Foreign country,Malta,2018,2.5
Males,Foreign country,Malta,2019,2.3
Males,Foreign country,Malta,2020,3.0
Males,Foreign country,Malta,2021,2.1
Males,Foreign country,Malta,2022,3.5
Males,Foreign country,Malta,2023,3.6
Males,Foreign country,Netherlands,2014,22.1
Males,Foreign country,Netherlands,2015,24.8
Males,Foreign country,Netherlands,2016,19.9
Males,Foreign country,Netherlands,2017,17.1
Males,Foreign country,Netherlands,2018,14.1
Males,Foreign country,Netherlands,2019,14.7
Males,Foreign country,Netherlands,2020,16.1
Males,Foreign country,Netherlands,2021,19.5
Males,Foreign country,Netherlands,2022,13.0
Males,Foreign country,Netherlands,2023,18.9
Males,Foreign country,Norway,2014,11.2
Males,Foreign country,Norway,2015,15.0
Males,Foreign country,Norway,2016,14.6
Males,Foreign country,Norway,2017,12.3
Males,Foreign country,Norway,2018,13.5
Males,Foreign country,Norway,2019,15.8
Males,Foreign country,Norway,2020,18.2
Males,Foreign country,Norway,2021,17.0
Males,Foreign country,Norway,2022,9.6
Males,Foreign country,Norway,2023,13.5
Males,Foreign country,Portugal,2014,16.2
Males,Foreign country,Portugal,2015,10.8
Males,Foreign country,Portugal,2016,10.9
Males,Foreign country,Portugal,2017,7.3
Males,Foreign country,Portugal,2018,4.7
Males,Foreign country,Portugal,2019,7.2
Males,Foreign country,Portugal,2020,9.5
Males,Foreign country,Portugal,2022,7.1
Males,Foreign country,Portugal,2023,11.4
Males,Foreign country,Sweden,2014,37.3
Males,Foreign country,Sweden,2015,38.5
Males,Foreign country,Sweden,2016,46.9
Males,Foreign country,Sweden,2017,46.0
Males,Foreign country,Sweden,2018,51.2
Males,Foreign country,Sweden,2019,51.2
Males,Foreign country,Sweden,2020,66.0
Males,Foreign country,Sweden,2021,52.5
Males,Foreign country,Sweden,2022,40.7
Males,Foreign country,Sweden,2023,42.1
Males,Foreign country,Slovenia,2014,2.5
Males,Foreign country,Slovenia,2015,2.4
Males,Foreign country,Slovenia,2016,2.2
Males,Foreign country,Slovenia,2017,1.4
Males,Foreign country,Slovenia,2018,1.3
Males,Foreign country,Slovenia,2019,1.4
Males,Foreign country,Slovenia,2020,1.4
Males,Foreign country,Slovenia,2021,1.2
Males,Foreign country,Slovenia,2022,1.6
Males,Foreign country,Slovenia,2023,1.3
Males,Foreign country,United Kingdom,2014,100.7
Males,Foreign country,United Kingdom,2015,105.7
Males,Foreign country,United Kingdom,2016,94.2
Males,Foreign country,United Kingdom,2017,76.3
Males,Foreign country,United Kingdom,2018,72.6
Males,Foreign country,United Kingdom,2019,76.2
Males,Reporting country,Austria,2014,97.2
Males,Reporting country,Austria,2015,101.4
Males,Reporting country,Austria,2016,105.9
Males,Reporting country,Austria,2017,96.5
Males,Reporting country,Austria,2018,78.5
Males,Reporting country,Austria,2019,73.8
Males,Reporting country,Austria,2020,79.7
Males,Reporting country,Austria,2021,97.0
Males,Reporting country,Austria,2022,77.1
Males,Reporting country,Austria,2023,78.5
Males,Reporting country,Bosnia and Herzegovina,2021,121.6
Males,Reporting country,Bosnia and Herzegovina,2022,105.5
Males,Reporting country,Bosnia and Herzegovina,2023,91.5
Males,Reporting country,Belgium,2014,185.6
Males,Reporting country,Belgium,2015,189.9
Males,Reporting country,Belgium,2016,166.2
Males,Reporting country,Belgium,2017,145.3
Males,Reporting country,Belgium,2018,126.5
Males,Reporting country,Belgium,2019,123.6
Males,Reporting country,Belgium,2020,121.5
Males,Reporting country,Belgium,2021,147.2
Males,Reporting country,Belgium,2022,129.4
Males,Reporting country,Belgium,2023,128.2
Males,Reporting country,Bulgaria,2014,221.3
Males,Reporting country,Bulgaria,2015,174.1
Males,Reporting country,Bulgaria,2016,141.2
Males,Reporting country,Bulgaria,2017,114.0
Males,Reporting country,Bulgaria,2018,101.7
Males,Reporting country,Bulgaria,2019,75.7
Males,Reporting country,Bulgaria,2020,88.4
Males,Reporting country,Bulgaria,2021,87.3
Males,Reporting country,Bulgaria,2022,70.6
Males,Reporting country,Bulgaria,2023,71.6
Males,Reporting country,Switzerland,2014,62.0
Males,Reporting country,Switzerland,2015,61.4
Males,Reporting country,Switzerland,2016,62.8
Males,Reporting country,Switzerland,2017,65.1
Males,Reporting country,Switzerland,2018,61.2
Males,Reporting country,Switzerland,2019,56.9
Males,Reporting country,Switzerland,2020,68.8
Males,Reporting country,Switzerland,2021,67.9
Males,Reporting country,Switzerland,2022,56.0
Males,Reporting country,Switzerland,2023,56.1
Males,Reporting country,Cyprus,2014,31.7
Males,Reporting country,Cyprus,2015,27.1
Males,Reporting country,Cyprus,2016,21.7
Males,Reporting country,Cyprus,2017,19.2
Males,Reporting country,Cyprus,2018,14.7
Males,Reporting country,Cyprus,2019,12.7
Males,Reporting country,Cyprus,2020,13.4
Males,Reporting country,Cyprus,2021,12.1
Males,Reporting country,Cyprus,2022,9.8
Males,Reporting country,Cyprus,2023,9.4
Males,Reporting country,Czechia,2014,148.3
Males,Reporting country,Czechia,2015,123.1
Males,Reporting country,Czechia,2016,98.4
Males,Reporting country,Czechia,2017,68.5
Males,Reporting country,Czechia,2018,52.7
Males,Reporting country,Czechia,2019,51.0
Males,Reporting country,Czechia,2020,64.7
Males,Reporting country,Czechia,2021,67.1
Males,Reporting country,Czechia,2022,50.2
Males,Reporting country,Czechia,2023,61.2
Males,Reporting country,Germany,2014,958.8
Males,Reporting country,Germany,2015,884.3
Males,Reporting country,Germany,2016,768.5
Males,Reporting country,Germany,2017,688.1
Males,Reporting country,Germany,2018,617.8
Males,Reporting country,Germany,2019,569.1
Males,Reporting country,Germany,2020,646.9
Males,Reporting country,Germany,2021,634.7
Males,Reporting country,Germany,2022,547.8
Males,Reporting country,Germany,2023,524.3
Males,Reporting country,Denmark,2014,87.3
Males,Reporting country,Denmark,2015,78.8
Males,Reporting country,Denmark,2016,75.4
Males,Reporting country,Denmark,2017,74.3
Males,Reporting country,Denmark,2018,65.2
Males,Reporting country,Denmark,2019,67.2
Males,Reporting country,Denmark,2020,74.6
Males,Reporting country,Denmark,2021,70.8
Males,Reporting country,Denmark,2022,61.2
Males,Reporting country,Denmark,2023,70.1
Males,Reporting country,Estonia,2014,20.2
Males,Reporting country,Estonia,2015,17.5
Males,Reporting country,Estonia,2016,19.4
Males,Reporting country,Estonia,2017,16.0
Males,Reporting country,Estonia,2018,14.1
Males,Reporting country,Estonia,2019,11.2
Males,Reporting country,Estonia,2020,19.4
Males,Reporting country,Estonia,2021,18.2
Males,Reporting country,Estonia,2022,16.8
Males,Reporting country,Estonia,2023,18.2
Males,Reporting country,Greece,2014,559.4
Males,Reporting country,Greece,2015,519.4
Males,Reporting country,Greece,2016,478.3
Males,Reporting country,Greece,2017,432.8
Males,Reporting country,Greece,2018,374.0
Males,Reporting country,Greece,2019,331.6
Males,Reporting country,Greece,2020,317.7
Males,Reporting country,Greece,2021,275.1
Males,Reporting country,Greece,2022,231.5
Males,Reporting country,Greece,2023,212.0
Males,Reporting country,Spain,2014,2395.4
Males,Reporting country,Spain,2015,2124.0
Males,Reporting country,Spain,2016,1856.5
Males,Reporting country,Spain,2017,1586.4
Males,Reporting country,Spain,2018,1372.6
Males,Reporting country,Spain,2019,1241.2
Males,Reporting country,Spain,2020,1340.2
Males,Reporting country,Spain,2021,1312.8
Males,Reporting country,Spain,2022,1136.8
Males,Reporting country,Spain,2023,1065.0
Males,Reporting country,Finland,2014,120.2
Males,Reporting country,Finland,2015,128.6
Males,Reporting country,Finland,2016,118.1
Males,Reporting country,Finland,2017,117.7
Males,Reporting country,Finland,2018,98.4
Males,Reporting country,Finland,2019,95.5
Males,Reporting country,Finland,2020,106.1
Males,Reporting country,Finland,2021,106.3
Males,Reporting country,Finland,2022,90.9
Males,Reporting country,Finland,2023,99.3
Males,Reporting country,France,2014,1413.8
Males,Reporting country,France,2015,1429.5
Males,Reporting country,France,2016,1365.2
Males,Reporting country,France,2017,1255.7
Males,Reporting country,France,2018,1199.2
Males,Reporting country,France,2019,1135.9
Males,Reporting country,France,2020,1060.9
Males,Reporting country,France,2021,1075.5
Males,Reporting country,France,2022,1029.0
Males,Reporting country,France,2023,1030.0
Males,Reporting country,Croatia,2014,161.0
Males,Reporting country,Croatia,2015,151.5
Males,Reporting country,Croatia,2016,117.3
Males,Reporting country,Croatia,2017,97.4
