citizenship,geo,employment_rate,quarter,Sex,date
Total,Finland,66.7,2004-Q3,Females,2004-07-01
Total,Finland,65.1,2004-Q4,Females,2004-10-01
Total,Finland,65.6,2005-Q1,Females,2005-01-01
Total,Finland,67.4,2005-Q2,Females,2005-04-01
Total,Finland,67.3,2005-Q3,Females,2005-07-01
Total,Finland,65.9,2005-Q4,Females,2005-10-01
Total,Finland,66.1,2006-Q1,Females,2006-01-01
Total,Finland,68.1,2006-Q2,Females,2006-04-01
Total,Finland,68.0,2006-Q3,Females,2006-07-01
Total,Finland,66.9,2006-Q4,Females,2006-10-01
Total,Finland,67.3,2007-Q1,Females,2007-01-01
Total,Finland,69.2,2007-Q2,Females,2007-04-01
Total,Finland,69.2,2007-Q3,Females,2007-07-01
Total,Finland,68.2,2007-Q4,Females,2007-10-01
Total,Finland,67.8,2008-Q1,Females,2008-01-01
Total,Finland,70.0,2008-Q2,Females,2008-04-01
Total,Finland,69.6,2008-Q3,Females,2008-07-01
Total,Finland,68.5,2008-Q4,Females,2008-10-01
Total,Finland,67.8,2009-Q1,Females,2009-01-01
Total,Finland,69.0,2009-Q2,Females,2009-04-01
Total,Finland,68.0,2009-Q3,Females,2009-07-01
Total,Finland,66.8,2009-Q4,Females,2009-10-01
Total,Finland,65.8,2010-Q1,Females,2010-01-01
Total,Finland,68.0,2010-Q2,Females,2010-04-01
Total,Finland,67.5,2010-Q3,Females,2010-07-01
Total,Finland,66.4,2010-Q4,Females,2010-10-01
Total,Finland,65.6,2011-Q1,Females,2011-01-01
Total,Finland,68.2,2011-Q2,Females,2011-04-01
Total,Finland,68.7,2011-Q3,Females,2011-07-01
Total,Finland,67.2,2011-Q4,Females,2011-10-01
Total,Finland,67.0,2012-Q1,Females,2012-01-01
Total,Finland,69.1,2012-Q2,Females,2012-04-01
Total,Finland,69.4,2012-Q3,Females,2012-07-01
Total,Finland,67.2,2012-Q4,Females,2012-10-01
Total,Finland,67.0,2013-Q1,Females,2013-01-01
Total,Finland,69.1,2013-Q2,Females,2013-04-01
Total,Finland,68.2,2013-Q3,Females,2013-07-01
Total,Finland,67.0,2013-Q4,Females,2013-10-01
Total,Finland,66.6,2014-Q1,Females,2014-01-01
Total,Finland,69.3,2014-Q2,Females,2014-04-01
Total,Finland,69.1,2014-Q3,Females,2014-07-01
Total,Finland,66.8,2014-Q4,Females,2014-10-01
Total,Finland,66.6,2015-Q1,Females,2015-01-01
Total,Finland,68.5,2015-Q2,Females,2015-04-01
Total,Finland,68.8,2015-Q3,Females,2015-07-01
Total,Finland,67.0,2015-Q4,Females,2015-10-01
Total,Finland,66.7,2016-Q1,Females,2016-01-01
Total,Finland,68.0,2016-Q2,Females,2016-04-01
Total,Finland,68.9,2016-Q3,Females,2016-07-01
Total,Finland,66.9,2016-Q4,Females,2016-10-01
Total,Finland,67.2,2017-Q1,Females,2017-01-01
Total,Finland,69.0,2017-Q2,Females,2017-04-01
Total,Finland,68.9,2017-Q3,Females,2017-07-01
Total,Finland,69.0,2017-Q4,Females,2017-10-01
Total,Finland,69.0,2018-Q1,Females,2018-01-01
Total,Finland,71.9,2018-Q2,Females,2018-04-01
Total,Finland,70.9,2018-Q3,Females,2018-07-01
Total,Finland,70.7,2018-Q4,Females,2018-10-01
Total,Finland,70.5,2019-Q1,Females,2019-01-01
Total,Finland,72.4,2019-Q2,Females,2019-04-01
Total,Finland,72.5,2019-Q3,Females,2019-07-01
Total,Finland,71.7,2019-Q4,Females,2019-10-01
Total,Finland,71.3,2020-Q1,Females,2020-01-01
Total,Finland,70.2,2020-Q2,Females,2020-04-01
Total,Finland,71.1,2020-Q3,Females,2020-07-01
Total,Finland,70.2,2020-Q4,Females,2020-10-01
Total,Finland,69.6,2021-Q1,Females,2021-01-01
Total,Finland,72.6,2021-Q2,Females,2021-04-01
Total,Finland,72.9,2021-Q3,Females,2021-07-01
Total,Finland,71.7,2021-Q4,Females,2021-10-01
Total,Finland,72.7,2022-Q1,Females,2022-01-01
Total,Finland,75.0,2022-Q2,Females,2022-04-01
Total,Finland,73.5,2022-Q3,Females,2022-07-01
Total,Finland,74.2,2022-Q4,Females,2022-10-01
Total,Finland,73.1,2023-Q1,Females,2023-01-01
Total,Finland,75.6,2023-Q2,Females,2023-04-01
Total,Finland,74.4,2023-Q3,Females,2023-07-01
Total,Finland,73.4,2023-Q4,Females,2023-10-01
Total,Finland,72.0,2024-Q1,Females,2024-01-01
Total,Finland,74.0,2024-Q2,Females,2024-04-01
Total,Finland,72.2,2024-Q3,Females,2024-07-01
Total,Finland,71.2,2024-Q4,Females,2024-10-01
Total,Finland,65.0,1998-Q1,Males,1998-01-01
Total,Finland,66.2,1998-Q2,Males,1998-04-01
Total,Finland,70.2,1998-Q3,Males,1998-07-01
Total,Finland,67.5,1998-Q4,Males,1998-10-01
Total,Finland,66.3,1999-Q1,Males,1999-01-01
Total,Finland,70.2,1999-Q2,Males,1999-04-01
Total,Finland,71.5,1999-Q3,Males,1999-07-01
Total,Finland,68.5,1999-Q4,Males,1999-10-01
Total,Finland,67.1,2000-Q1,Males,2000-01-01
Total,Finland,71.1,2000-Q2,Males,2000-04-01
Total,Finland,72.6,2000-Q3,Males,2000-07-01
Total,Finland,69.5,2000-Q4,Males,2000-10-01
Total,Finland,68.7,2001-Q1,Males,2001-01-01
Total,Finland,71.6,2001-Q2,Males,2001-04-01
Total,Finland,72.9,2001-Q3,Males,2001-07-01
Total,Finland,70.1,2001-Q4,Males,2001-10-01
Total,Finland,68.0,2002-Q1,Males,2002-01-01
Total,Finland,70.9,2002-Q2,Males,2002-04-01
Total,Finland,71.9,2002-Q3,Males,2002-07-01
Total,Finland,69.1,2002-Q4,Males,2002-10-01
Total,Finland,67.5,2003-Q1,Males,2003-01-01
Total,Finland,70.3,2003-Q2,Males,2003-04-01
Total,Finland,72.2,2003-Q3,Males,2003-07-01
Total,Finland,68.7,2003-Q4,Males,2003-10-01
Total,Finland,67.6,2004-Q1,Males,2004-01-01
Total,Finland,70.3,2004-Q2,Males,2004-04-01
Total,Finland,71.9,2004-Q3,Males,2004-07-01
Total,Finland,69.0,2004-Q4,Males,2004-10-01
Total,Finland,67.9,2005-Q1,Males,2005-01-01
Total,Finland,71.0,2005-Q2,Males,2005-04-01
Total,Finland,72.0,2005-Q3,Males,2005-07-01
Total,Finland,70.2,2005-Q4,Males,2005-10-01
Total,Finland,69.2,2006-Q1,Males,2006-01-01
Total,Finland,71.7,2006-Q2,Males,2006-04-01
Total,Finland,73.6,2006-Q3,Males,2006-07-01
Total,Finland,71.0,2006-Q4,Males,2006-10-01
Total,Finland,69.4,2007-Q1,Males,2007-01-01
Total,Finland,73.4,2007-Q2,Males,2007-04-01
Total,Finland,74.2,2007-Q3,Males,2007-07-01
Total,Finland,71.5,2007-Q4,Males,2007-10-01
Total,Finland,71.2,2008-Q1,Males,2008-01-01
Total,Finland,74.7,2008-Q2,Males,2008-04-01
Total,Finland,74.6,2008-Q3,Males,2008-07-01
Total,Finland,72.0,2008-Q4,Males,2008-10-01
Total,Finland,69.2,2009-Q1,Males,2009-01-01
Total,Finland,70.5,2009-Q2,Males,2009-04-01
Total,Finland,70.5,2009-Q3,Males,2009-07-01
Total,Finland,67.8,2009-Q4,Males,2009-10-01
Total,Finland,67.2,2010-Q1,Males,2010-01-01
Total,Finland,70.3,2010-Q2,Males,2010-04-01
Total,Finland,71.1,2010-Q3,Males,2010-07-01
Total,Finland,68.9,2010-Q4,Males,2010-10-01
Total,Finland,68.6,2011-Q1,Males,2011-01-01
Total,Finland,71.9,2011-Q2,Males,2011-04-01
Total,Finland,71.8,2011-Q3,Males,2011-07-01
Total,Finland,70.0,2011-Q4,Males,2011-10-01
Total,Finland,68.8,2012-Q1,Males,2012-01-01
Total,Finland,71.7,2012-Q2,Males,2012-04-01
Total,Finland,71.9,2012-Q3,Males,2012-07-01
Total,Finland,69.8,2012-Q4,Males,2012-10-01
Total,Finland,67.9,2013-Q1,Males,2013-01-01
Total,Finland,71.4,2013-Q2,Males,2013-04-01
Total,Finland,71.6,2013-Q3,Males,2013-07-01
Total,Finland,68.8,2013-Q4,Males,2013-10-01
Total,Finland,67.9,2014-Q1,Males,2014-01-01
Total,Finland,70.7,2014-Q2,Males,2014-04-01
Total,Finland,70.5,2014-Q3,Males,2014-07-01
Total,Finland,68.8,2014-Q4,Males,2014-10-01
Total,Finland,67.7,2015-Q1,Males,2015-01-01
Total,Finland,70.1,2015-Q2,Males,2015-04-01
Total,Finland,71.0,2015-Q3,Males,2015-07-01
Total,Finland,68.5,2015-Q4,Males,2015-10-01
Total,Finland,68.4,2016-Q1,Males,2016-01-01
Total,Finland,71.7,2016-Q2,Males,2016-04-01
Total,Finland,72.0,2016-Q3,Males,2016-07-01
Total,Finland,69.9,2016-Q4,Males,2016-10-01
Total,Finland,68.8,2017-Q1,Males,2017-01-01
Total,Finland,72.0,2017-Q2,Males,2017-04-01
Total,Finland,73.0,2017-Q3,Males,2017-07-01
Total,Finland,71.7,2017-Q4,Males,2017-10-01
Total,Finland,71.1,2018-Q1,Males,2018-01-01
Total,Finland,74.1,2018-Q2,Males,2018-04-01
Total,Finland,75.2,2018-Q3,Males,2018-07-01
Total,Finland,73.4,2018-Q4,Males,2018-10-01
Total,Finland,72.3,2019-Q1,Males,2019-01-01
Total,Finland,75.0,2019-Q2,Males,2019-04-01
Total,Finland,75.4,2019-Q3,Males,2019-07-01
Total,Finland,73.6,2019-Q4,Males,2019-10-01
Total,Finland,72.6,2020-Q1,Males,2020-01-01
Total,Finland,73.2,2020-Q2,Males,2020-04-01
Total,Finland,74.3,2020-Q3,Males,2020-07-01
Total,Finland,73.3,2020-Q4,Males,2020-10-01
Total,Finland,71.1,2021-Q1,Males,2021-01-01
Total,Finland,74.4,2021-Q2,Males,2021-04-01
Total,Finland,74.4,2021-Q3,Males,2021-07-01
Total,Finland,74.4,2021-Q4,Males,2021-10-01
Total,Finland,72.7,2022-Q1,Males,2022-01-01
Total,Finland,75.7,2022-Q2,Males,2022-04-01
Total,Finland,76.1,2022-Q3,Males,2022-07-01
Total,Finland,74.3,2022-Q4,Males,2022-10-01
Total,Finland,73.0,2023-Q1,Males,2023-01-01
Total,Finland,75.3,2023-Q2,Males,2023-04-01
Total,Finland,74.8,2023-Q3,Males,2023-07-01
Total,Finland,72.6,2023-Q4,Males,2023-10-01
Total,Finland,72.0,2024-Q1,Males,2024-01-01
Total,Finland,73.6,2024-Q2,Males,2024-04-01
Total,Finland,73.9,2024-Q3,Males,2024-07-01
Total,Finland,71.6,2024-Q4,Males,2024-10-01
Total,Finland,62.3,1998-Q1,Total,1998-01-01
Total,Finland,63.4,1998-Q2,Total,1998-04-01
Total,Finland,66.3,1998-Q3,Total,1998-07-01
Total,Finland,64.2,1998-Q4,Total,1998-10-01
Total,Finland,64.1,1999-Q1,Total,1999-01-01
Total,Finland,67.4,1999-Q2,Total,1999-04-01
Total,Finland,68.1,1999-Q3,Total,1999-07-01
Total,Finland,65.5,1999-Q4,Total,1999-10-01
Total,Finland,64.7,2000-Q1,Total,2000-01-01
Total,Finland,68.1,2000-Q2,Total,2000-04-01
Total,Finland,69.2,2000-Q3,Total,2000-07-01
Total,Finland,66.6,2000-Q4,Total,2000-10-01
Total,Finland,66.1,2001-Q1,Total,2001-01-01
Total,Finland,69.1,2001-Q2,Total,2001-04-01
Total,Finland,69.7,2001-Q3,Total,2001-07-01
Total,Finland,67.6,2001-Q4,Total,2001-10-01
Total,Finland,66.4,2002-Q1,Total,2002-01-01
Total,Finland,69.1,2002-Q2,Total,2002-04-01
Total,Finland,69.6,2002-Q3,Total,2002-07-01
Total,Finland,67.2,2002-Q4,Total,2002-10-01
Total,Finland,66.4,2003-Q1,Total,2003-01-01
Total,Finland,68.7,2003-Q2,Total,2003-04-01
Total,Finland,69.2,2003-Q3,Total,2003-07-01
Total,Finland,66.5,2003-Q4,Total,2003-10-01
Total,Finland,65.9,2004-Q1,Total,2004-01-01
Total,Finland,68.3,2004-Q2,Total,2004-04-01
Total,Finland,69.3,2004-Q3,Total,2004-07-01
Total,Finland,67.1,2004-Q4,Total,2004-10-01
Total,Finland,66.7,2005-Q1,Total,2005-01-01
Total,Finland,69.2,2005-Q2,Total,2005-04-01
Total,Finland,69.6,2005-Q3,Total,2005-07-01
Total,Finland,68.0,2005-Q4,Total,2005-10-01
Total,Finland,67.7,2006-Q1,Total,2006-01-01
Total,Finland,69.9,2006-Q2,Total,2006-04-01
Total,Finland,70.8,2006-Q3,Total,2006-07-01
Total,Finland,69.0,2006-Q4,Total,2006-10-01
Total,Finland,68.3,2007-Q1,Total,2007-01-01
Total,Finland,71.3,2007-Q2,Total,2007-04-01
Total,Finland,71.7,2007-Q3,Total,2007-07-01
Total,Finland,69.9,2007-Q4,Total,2007-10-01
Total,Finland,69.5,2008-Q1,Total,2008-01-01
Total,Finland,72.3,2008-Q2,Total,2008-04-01
Total,Finland,72.1,2008-Q3,Total,2008-07-01
Total,Finland,70.3,2008-Q4,Total,2008-10-01
Total,Finland,68.5,2009-Q1,Total,2009-01-01
Total,Finland,69.8,2009-Q2,Total,2009-04-01
Total,Finland,69.3,2009-Q3,Total,2009-07-01
Total,Finland,67.3,2009-Q4,Total,2009-10-01
Total,Finland,66.5,2010-Q1,Total,2010-01-01
Total,Finland,69.2,2010-Q2,Total,2010-04-01
Total,Finland,69.3,2010-Q3,Total,2010-07-01
Total,Finland,67.6,2010-Q4,Total,2010-10-01
Total,Finland,67.1,2011-Q1,Total,2011-01-01
Total,Finland,70.1,2011-Q2,Total,2011-04-01
Total,Finland,70.3,2011-Q3,Total,2011-07-01
Total,Finland,68.6,2011-Q4,Total,2011-10-01
Total,Finland,67.9,2012-Q1,Total,2012-01-01
Total,Finland,70.4,2012-Q2,Total,2012-04-01
Total,Finland,70.7,2012-Q3,Total,2012-07-01
Total,Finland,68.5,2012-Q4,Total,2012-10-01
Total,Finland,67.4,2013-Q1,Total,2013-01-01
Total,Finland,70.3,2013-Q2,Total,2013-04-01
Total,Finland,69.9,2013-Q3,Total,2013-07-01
Total,Finland,67.9,2013-Q4,Total,2013-10-01
Total,Finland,67.3,2014-Q1,Total,2014-01-01
Total,Finland,70.0,2014-Q2,Total,2014-04-01
Total,Finland,69.8,2014-Q3,Total,2014-07-01
Total,Finland,67.8,2014-Q4,Total,2014-10-01
Total,Finland,67.2,2015-Q1,Total,2015-01-01
Total,Finland,69.3,2015-Q2,Total,2015-04-01
Total,Finland,69.9,2015-Q3,Total,2015-07-01
Total,Finland,67.8,2015-Q4,Total,2015-10-01
Total,Finland,67.5,2016-Q1,Total,2016-01-01
Total,Finland,69.9,2016-Q2,Total,2016-04-01
Total,Finland,70.5,2016-Q3,Total,2016-07-01
Total,Finland,68.4,2016-Q4,Total,2016-10-01
Total,Finland,68.0,2017-Q1,Total,2017-01-01
Total,Finland,70.5,2017-Q2,Total,2017-04-01
Total,Finland,71.0,2017-Q3,Total,2017-07-01
Total,Finland,70.4,2017-Q4,Total,2017-10-01
Total,Finland,70.1,2018-Q1,Total,2018-01-01
Total,Finland,73.0,2018-Q2,Total,2018-04-01
Total,Finland,73.1,2018-Q3,Total,2018-07-01
Total,Finland,72.1,2018-Q4,Total,2018-10-01
Total,Finland,71.4,2019-Q1,Total,2019-01-01
Total,Finland,73.7,2019-Q2,Total,2019-04-01
Total,Finland,74.0,2019-Q3,Total,2019-07-01
Total,Finland,72.7,2019-Q4,Total,2019-10-01
Total,Finland,72.0,2020-Q1,Total,2020-01-01
Total,Finland,71.7,2020-Q2,Total,2020-04-01
Total,Finland,72.7,2020-Q3,Total,2020-07-01
Total,Finland,71.8,2020-Q4,Total,2020-10-01
Total,Finland,70.4,2021-Q1,Total,2021-01-01
Total,Finland,73.5,2021-Q2,Total,2021-04-01
Total,Finland,73.6,2021-Q3,Total,2021-07-01
Total,Finland,73.1,2021-Q4,Total,2021-10-01
Total,Finland,72.7,2022-Q1,Total,2022-01-01
Total,Finland,75.4,2022-Q2,Total,2022-04-01
Total,Finland,74.8,2022-Q3,Total,2022-07-01
Total,Finland,74.3,2022-Q4,Total,2022-10-01
Total,Finland,73.1,2023-Q1,Total,2023-01-01
Total,Finland,75.4,2023-Q2,Total,2023-04-01
Total,Finland,74.6,2023-Q3,Total,2023-07-01
Total,Finland,73.0,2023-Q4,Total,2023-10-01
Total,Finland,72.0,2024-Q1,Total,2024-01-01
Total,Finland,73.8,2024-Q2,Total,2024-04-01
Total,Finland,73.1,2024-Q3,Total,2024-07-01
Total,Finland,71.4,2024-Q4,Total,2024-10-01
Foreign country,France,36.1,1998-Q1,Females,1998-01-01
Foreign country,France,35.8,1999-Q1,Females,1999-01-01
Foreign country,France,36.4,2000-Q1,Females,2000-01-01
Foreign country,France,38.2,2001-Q1,Females,2001-01-01
Foreign country,France,38.6,2002-Q1,Females,2002-01-01
Foreign country,France,43.8,2003-Q1,Females,2003-01-01
Foreign country,France,43.5,2003-Q2,Females,2003-04-01
Foreign country,France,43.7,2003-Q3,Females,2003-07-01
Foreign country,France,42.7,2003-Q4,Females,2003-10-01
Foreign country,France,41.9,2004-Q1,Females,2004-01-01
Foreign country,France,41.3,2004-Q2,Females,2004-04-01
Foreign country,France,41.8,2004-Q3,Females,2004-07-01
Foreign country,France,40.1,2004-Q4,Females,2004-10-01
Foreign country,France,41.4,2005-Q1,Females,2005-01-01
Foreign country,France,41.2,2005-Q2,Females,2005-04-01
Foreign country,France,39.9,2005-Q3,Females,2005-07-01
Foreign country,France,38.2,2005-Q4,Females,2005-10-01
Foreign country,France,41.7,2006-Q1,Females,2006-01-01
Foreign country,France,40.9,2006-Q2,Females,2006-04-01
Foreign country,France,43.4,2006-Q3,Females,2006-07-01
Foreign country,France,43.7,2006-Q4,Females,2006-10-01
Foreign country,France,44.4,2007-Q1,Females,2007-01-01
Foreign country,France,43.0,2007-Q2,Females,2007-04-01
Foreign country,France,41.9,2007-Q3,Females,2007-07-01
Foreign country,France,43.4,2007-Q4,Females,2007-10-01
Foreign country,France,46.2,2008-Q1,Females,2008-01-01
Foreign country,France,48.0,2008-Q2,Females,2008-04-01
Foreign country,France,45.5,2008-Q3,Females,2008-07-01
Foreign country,France,44.1,2008-Q4,Females,2008-10-01
Foreign country,France,44.3,2009-Q1,Females,2009-01-01
Foreign country,France,45.5,2009-Q2,Females,2009-04-01
Foreign country,France,43.9,2009-Q3,Females,2009-07-01
Foreign country,France,42.3,2009-Q4,Females,2009-10-01
Foreign country,France,41.9,2010-Q1,Females,2010-01-01
Foreign country,France,43.1,2010-Q2,Females,2010-04-01
Foreign country,France,42.4,2010-Q3,Females,2010-07-01
Foreign country,France,42.2,2010-Q4,Females,2010-10-01
Foreign country,France,44.0,2011-Q1,Females,2011-01-01
Foreign country,France,45.3,2011-Q2,Females,2011-04-01
Foreign country,France,43.1,2011-Q3,Females,2011-07-01
Foreign country,France,41.6,2011-Q4,Females,2011-10-01
Foreign country,France,42.9,2012-Q1,Females,2012-01-01
Foreign country,France,42.4,2012-Q2,Females,2012-04-01
Foreign country,France,42.9,2012-Q3,Females,2012-07-01
Foreign country,France,40.9,2012-Q4,Females,2012-10-01
Foreign country,France,40.6,2013-Q1,Females,2013-01-01
Foreign country,France,42.7,2013-Q2,Females,2013-04-01
Foreign country,France,43.5,2013-Q3,Females,2013-07-01
Foreign country,France,44.3,2013-Q4,Females,2013-10-01
Foreign country,France,42.9,2014-Q1,Females,2014-01-01
Foreign country,France,45.1,2014-Q2,Females,2014-04-01
Foreign country,France,45.6,2014-Q3,Females,2014-07-01
Foreign country,France,43.5,2014-Q4,Females,2014-10-01
Foreign country,France,42.5,2015-Q1,Females,2015-01-01
Foreign country,France,43.4,2015-Q2,Females,2015-04-01
Foreign country,France,43.6,2015-Q3,Females,2015-07-01
Foreign country,France,41.8,2015-Q4,Females,2015-10-01
Foreign country,France,42.3,2016-Q1,Females,2016-01-01
Foreign country,France,41.4,2016-Q2,Females,2016-04-01
Foreign country,France,43.8,2016-Q3,Females,2016-07-01
Foreign country,France,41.9,2016-Q4,Females,2016-10-01
Foreign country,France,42.4,2017-Q1,Females,2017-01-01
Foreign country,France,43.0,2017-Q2,Females,2017-04-01
Foreign country,France,42.4,2017-Q3,Females,2017-07-01
Foreign country,France,44.6,2017-Q4,Females,2017-10-01
Foreign country,France,44.0,2018-Q1,Females,2018-01-01
Foreign country,France,44.6,2018-Q2,Females,2018-04-01
Foreign country,France,45.9,2018-Q3,Females,2018-07-01
Foreign country,France,43.8,2018-Q4,Females,2018-10-01
Foreign country,France,43.5,2019-Q1,Females,2019-01-01
Foreign country,France,45.4,2019-Q2,Females,2019-04-01
Foreign country,France,44.9,2019-Q3,Females,2019-07-01
Foreign country,France,45.3,2019-Q4,Females,2019-10-01
Foreign country,France,44.1,2020-Q1,Females,2020-01-01
Foreign country,France,45.5,2020-Q2,Females,2020-04-01
Foreign country,France,44.8,2020-Q3,Females,2020-07-01
Foreign country,France,46.5,2020-Q4,Females,2020-10-01
Foreign country,France,46.8,2021-Q1,Females,2021-01-01
Foreign country,France,47.7,2021-Q2,Females,2021-04-01
Foreign country,France,47.8,2021-Q3,Females,2021-07-01
Foreign country,France,48.2,2021-Q4,Females,2021-10-01
Foreign country,France,48.0,2022-Q1,Females,2022-01-01
Foreign country,France,48.2,2022-Q2,Females,2022-04-01
Foreign country,France,49.5,2022-Q3,Females,2022-07-01
Foreign country,France,48.8,2022-Q4,Females,2022-10-01
Foreign country,France,51.3,2023-Q1,Females,2023-01-01
Foreign country,France,52.4,2023-Q2,Females,2023-04-01
Foreign country,France,51.3,2023-Q3,Females,2023-07-01
Foreign country,France,50.8,2023-Q4,Females,2023-10-01
Foreign country,France,50.5,2024-Q1,Females,2024-01-01
Foreign country,France,52.3,2024-Q2,Females,2024-04-01
Foreign country,France,50.5,2024-Q3,Females,2024-07-01
Foreign country,France,49.6,2024-Q4,Females,2024-10-01
Foreign country,France,59.3,1998-Q1,Males,1998-01-01
Foreign country,France,59.7,1999-Q1,Males,1999-01-01
Foreign country,France,62.8,2000-Q1,Males,2000-01-01
Foreign country,France,64.5,2001-Q1,Males,2001-01-01
Foreign country,France,62.6,2002-Q1,Males,2002-01-01
Foreign country,France,61.7,2003-Q1,Males,2003-01-01
Foreign country,France,66.3,2003-Q2,Males,2003-04-01
Foreign country,France,63.3,2003-Q3,Males,2003-07-01
Foreign country,France,64.1,2003-Q4,Males,2003-10-01
Foreign country,France,66.0,2004-Q1,Males,2004-01-01
Foreign country,France,66.8,2004-Q2,Males,2004-04-01
Foreign country,France,65.2,2004-Q3,Males,2004-07-01
Foreign country,France,63.8,2004-Q4,Males,2004-10-01
Foreign country,France,65.7,2005-Q1,Males,2005-01-01
Foreign country,France,66.5,2005-Q2,Males,2005-04-01
Foreign country,France,65.6,2005-Q3,Males,2005-07-01
Foreign country,France,64.2,2005-Q4,Males,2005-10-01
Foreign country,France,63.4,2006-Q1,Males,2006-01-01
Foreign country,France,64.1,2006-Q2,Males,2006-04-01
Foreign country,France,66.7,2006-Q3,Males,2006-07-01
Foreign country,France,63.6,2006-Q4,Males,2006-10-01
Foreign country,France,63.9,2007-Q1,Males,2007-01-01
Foreign country,France,64.9,2007-Q2,Males,2007-04-01
Foreign country,France,66.2,2007-Q3,Males,2007-07-01
Foreign country,France,63.6,2007-Q4,Males,2007-10-01
Foreign country,France,65.8,2008-Q1,Males,2008-01-01
Foreign country,France,66.0,2008-Q2,Males,2008-04-01
Foreign country,France,68.0,2008-Q3,Males,2008-07-01
Foreign country,France,65.5,2008-Q4,Males,2008-10-01
