citizenship,geo,employment_rate,year,Sex
Total,Germany,80.4,2022,Males
Total,Germany,80.8,2023,Males
Total,Germany,80.8,2024,Males
Total,Germany,64.7,1995,Total
Total,Germany,64.1,1996,Total
Total,Germany,63.6,1997,Total
Total,Germany,63.7,1998,Total
Total,Germany,64.8,1999,Total
Total,Germany,65.3,2000,Total
Total,Germany,65.7,2001,Total
Total,Germany,65.4,2002,Total
Total,Germany,64.9,2003,Total
Total,Germany,64.3,2004,Total
Total,Germany,65.5,2005,Total
Total,Germany,67.2,2006,Total
Total,Germany,69.0,2007,Total
Total,Germany,70.1,2008,Total
Total,Germany,70.3,2009,Total
Total,Germany,71.3,2010,Total
Total,Germany,72.7,2011,Total
Total,Germany,73.0,2012,Total
Total,Germany,73.5,2013,Total
Total,Germany,73.8,2014,Total
Total,Germany,74.0,2015,Total
Total,Germany,74.7,2016,Total
Total,Germany,75.2,2017,Total
Total,Germany,75.9,2018,Total
Total,Germany,76.7,2019,Total
Total,Germany,75.4,2020,Total
Total,Germany,75.6,2021,Total
Total,Germany,76.8,2022,Total
Total,Germany,77.2,2023,Total
Total,Germany,77.4,2024,Total
Foreign country,Greece,46.7,1995,Females
Foreign country,Greece,46.2,1996,Females
Foreign country,Greece,47.2,1997,Females
Foreign country,Greece,49.3,1998,Females
Foreign country,Greece,47.9,1999,Females
Foreign country,Greece,45.9,2000,Females
Foreign country,Greece,46.2,2001,Females
Foreign country,Greece,50.7,2002,Females
Foreign country,Greece,49.0,2003,Females
Foreign country,Greece,47.1,2004,Females
Foreign country,Greece,50.3,2005,Females
Foreign country,Greece,50.3,2006,Females
Foreign country,Greece,48.2,2007,Females
Foreign country,Greece,48.3,2008,Females
Foreign country,Greece,50.3,2009,Females
Foreign country,Greece,50.5,2010,Females
Foreign country,Greece,46.9,2011,Females
Foreign country,Greece,40.5,2012,Females
Foreign country,Greece,37.3,2013,Females
Foreign country,Greece,41.6,2014,Females
Foreign country,Greece,42.5,2015,Females
Foreign country,Greece,40.3,2016,Females
Foreign country,Greece,40.4,2017,Females
Foreign country,Greece,38.6,2018,Females
Foreign country,Greece,39.7,2019,Females
Foreign country,Greece,38.2,2020,Females
Foreign country,Greece,37.4,2021,Females
Foreign country,Greece,39.6,2022,Females
Foreign country,Greece,41.9,2023,Females
Foreign country,Greece,40.9,2024,Females
Foreign country,Greece,77.4,1995,Males
Foreign country,Greece,80.2,1996,Males
Foreign country,Greece,79.0,1997,Males
Foreign country,Greece,82.4,1998,Males
Foreign country,Greece,82.2,1999,Males
Foreign country,Greece,82.9,2000,Males
Foreign country,Greece,82.5,2001,Males
Foreign country,Greece,84.3,2002,Males
Foreign country,Greece,84.3,2003,Males
Foreign country,Greece,83.6,2004,Males
Foreign country,Greece,84.5,2005,Males
Foreign country,Greece,85.3,2006,Males
Foreign country,Greece,85.4,2007,Males
Foreign country,Greece,86.7,2008,Males
Foreign country,Greece,81.5,2009,Males
Foreign country,Greece,76.8,2010,Males
Foreign country,Greece,70.4,2011,Males
Foreign country,Greece,57.4,2012,Males
Foreign country,Greece,55.5,2013,Males
Foreign country,Greece,59.4,2014,Males
Foreign country,Greece,60.2,2015,Males
Foreign country,Greece,64.1,2016,Males
Foreign country,Greece,64.4,2017,Males
Foreign country,Greece,67.4,2018,Males
Foreign country,Greece,68.1,2019,Males
Foreign country,Greece,65.2,2020,Males
Foreign country,Greece,71.6,2021,Males
Foreign country,Greece,76.5,2022,Males
Foreign country,Greece,79.3,2023,Males
Foreign country,Greece,80.6,2024,Males
Foreign country,Greece,60.7,1995,Total
Foreign country,Greece,62.3,1996,Total
Foreign country,Greece,62.4,1997,Total
Foreign country,Greece,66.0,1998,Total
Foreign country,Greece,65.6,1999,Total
Foreign country,Greece,63.8,2000,Total
Foreign country,Greece,64.9,2001,Total
Foreign country,Greece,68.3,2002,Total
Foreign country,Greece,67.0,2003,Total
Foreign country,Greece,65.7,2004,Total
Foreign country,Greece,67.7,2005,Total
Foreign country,Greece,67.8,2006,Total
Foreign country,Greece,67.2,2007,Total
Foreign country,Greece,68.3,2008,Total
Foreign country,Greece,66.4,2009,Total
Foreign country,Greece,64.0,2010,Total
Foreign country,Greece,58.7,2011,Total
Foreign country,Greece,49.0,2012,Total
Foreign country,Greece,46.3,2013,Total
Foreign country,Greece,50.4,2014,Total
Foreign country,Greece,51.0,2015,Total
Foreign country,Greece,52.0,2016,Total
Foreign country,Greece,51.9,2017,Total
Foreign country,Greece,51.8,2018,Total
Foreign country,Greece,53.0,2019,Total
Foreign country,Greece,50.4,2020,Total
Foreign country,Greece,52.1,2021,Total
Foreign country,Greece,56.1,2022,Total
Foreign country,Greece,58.1,2023,Total
Foreign country,Greece,58.8,2024,Total
Reporting country,Greece,37.9,1995,Females
Reporting country,Greece,38.4,1996,Females
Reporting country,Greece,38.9,1997,Females
Reporting country,Greece,40.3,1998,Females
Reporting country,Greece,40.8,1999,Females
Reporting country,Greece,41.7,2000,Females
Reporting country,Greece,41.6,2001,Females
Reporting country,Greece,42.9,2002,Females
Reporting country,Greece,44.3,2003,Females
Reporting country,Greece,45.4,2004,Females
Reporting country,Greece,45.7,2005,Females
Reporting country,Greece,47.1,2006,Females
Reporting country,Greece,47.6,2007,Females
Reporting country,Greece,48.6,2008,Females
Reporting country,Greece,48.8,2009,Females
Reporting country,Greece,47.8,2010,Females
Reporting country,Greece,44.8,2011,Females
Reporting country,Greece,41.8,2012,Females
Reporting country,Greece,40.1,2013,Females
Reporting country,Greece,41.0,2014,Females
Reporting country,Greece,42.5,2015,Females
Reporting country,Greece,43.5,2016,Females
Reporting country,Greece,44.7,2017,Females
Reporting country,Greece,45.7,2018,Females
Reporting country,Greece,47.8,2019,Females
Reporting country,Greece,48.1,2020,Females
Reporting country,Greece,48.8,2021,Females
Reporting country,Greece,51.7,2022,Females
Reporting country,Greece,53.4,2023,Females
Reporting country,Greece,55.3,2024,Females
Reporting country,Greece,72.2,1995,Males
Reporting country,Greece,72.5,1996,Males
Reporting country,Greece,71.8,1997,Males
Reporting country,Greece,71.5,1998,Males
Reporting country,Greece,70.9,1999,Males
Reporting country,Greece,71.3,2000,Males
Reporting country,Greece,71.0,2001,Males
Reporting country,Greece,71.6,2002,Males
Reporting country,Greece,72.3,2003,Males
Reporting country,Greece,72.6,2004,Males
Reporting country,Greece,72.6,2005,Males
Reporting country,Greece,73.2,2006,Males
Reporting country,Greece,73.4,2007,Males
Reporting country,Greece,73.3,2008,Males
Reporting country,Greece,72.1,2009,Males
Reporting country,Greece,69.7,2010,Males
Reporting country,Greece,64.9,2011,Males
Reporting country,Greece,60.3,2012,Males
Reporting country,Greece,58.1,2013,Males
Reporting country,Greece,57.8,2014,Males
Reporting country,Greece,59.2,2015,Males
Reporting country,Greece,60.8,2016,Males
Reporting country,Greece,62.6,2017,Males
Reporting country,Greece,64.6,2018,Males
Reporting country,Greece,65.8,2019,Males
Reporting country,Greece,65.2,2020,Males
Reporting country,Greece,66.2,2021,Males
Reporting country,Greece,70.1,2022,Males
Reporting country,Greece,70.5,2023,Males
Reporting country,Greece,71.6,2024,Males
Reporting country,Greece,54.4,1995,Total
Reporting country,Greece,54.8,1996,Total
Reporting country,Greece,54.7,1997,Total
Reporting country,Greece,55.7,1998,Total
Reporting country,Greece,55.7,1999,Total
Reporting country,Greece,56.4,2000,Total
Reporting country,Greece,56.2,2001,Total
Reporting country,Greece,57.1,2002,Total
Reporting country,Greece,58.2,2003,Total
Reporting country,Greece,58.9,2004,Total
Reporting country,Greece,59.1,2005,Total
Reporting country,Greece,60.1,2006,Total
Reporting country,Greece,60.4,2007,Total
Reporting country,Greece,60.8,2008,Total
Reporting country,Greece,60.3,2009,Total
Reporting country,Greece,58.6,2010,Total
Reporting country,Greece,54.7,2011,Total
Reporting country,Greece,51.0,2012,Total
Reporting country,Greece,49.0,2013,Total
Reporting country,Greece,49.3,2014,Total
Reporting country,Greece,50.8,2015,Total
Reporting country,Greece,52.0,2016,Total
Reporting country,Greece,53.6,2017,Total
Reporting country,Greece,55.1,2018,Total
Reporting country,Greece,56.7,2019,Total
Reporting country,Greece,56.6,2020,Total
Reporting country,Greece,57.5,2021,Total
Reporting country,Greece,60.9,2022,Total
Reporting country,Greece,61.9,2023,Total
Reporting country,Greece,63.5,2024,Total
Total,Greece,38.0,1995,Females
Total,Greece,38.5,1996,Females
Total,Greece,39.1,1997,Females
Total,Greece,40.6,1998,Females
Total,Greece,41.1,1999,Females
Total,Greece,41.8,2000,Females
Total,Greece,41.8,2001,Females
Total,Greece,43.2,2002,Females
Total,Greece,44.6,2003,Females
Total,Greece,45.5,2004,Females
Total,Greece,46.0,2005,Females
Total,Greece,47.3,2006,Females
Total,Greece,47.7,2007,Females
Total,Greece,48.6,2008,Females
Total,Greece,48.9,2009,Females
Total,Greece,48.0,2010,Females
Total,Greece,45.0,2011,Females
Total,Greece,41.7,2012,Females
Total,Greece,39.9,2013,Females
Total,Greece,41.1,2014,Females
Total,Greece,42.5,2015,Females
Total,Greece,43.3,2016,Females
Total,Greece,44.4,2017,Females
Total,Greece,45.3,2018,Females
Total,Greece,47.3,2019,Females
Total,Greece,47.5,2020,Females
Total,Greece,48.2,2021,Females
Total,Greece,51.2,2022,Females
Total,Greece,52.8,2023,Females
Total,Greece,54.6,2024,Females
Total,Greece,72.2,1995,Males
Total,Greece,72.6,1996,Males
Total,Greece,71.9,1997,Males
Total,Greece,71.9,1998,Males
Total,Greece,71.3,1999,Males
Total,Greece,71.7,2000,Males
Total,Greece,71.5,2001,Males
Total,Greece,72.2,2002,Males
Total,Greece,72.9,2003,Males
Total,Greece,73.3,2004,Males
Total,Greece,73.4,2005,Males
Total,Greece,73.9,2006,Males
Total,Greece,74.2,2007,Males
Total,Greece,74.4,2008,Males
Total,Greece,73.0,2009,Males
Total,Greece,70.3,2010,Males
Total,Greece,65.4,2011,Males
Total,Greece,60.1,2012,Males
Total,Greece,57.9,2013,Males
Total,Greece,58.0,2014,Males
Total,Greece,59.3,2015,Males
Total,Greece,61.0,2016,Males
Total,Greece,62.7,2017,Males
Total,Greece,64.7,2018,Males
Total,Greece,65.9,2019,Males
Total,Greece,65.2,2020,Males
Total,Greece,66.4,2021,Males
Total,Greece,70.3,2022,Males
Total,Greece,70.8,2023,Males
Total,Greece,72.0,2024,Males
Total,Greece,54.5,1995,Total
Total,Greece,54.9,1996,Total
Total,Greece,54.8,1997,Total
Total,Greece,56.1,1998,Total
Total,Greece,56.0,1999,Total
Total,Greece,56.6,2000,Total
Total,Greece,56.5,2001,Total
Total,Greece,57.6,2002,Total
Total,Greece,58.7,2003,Total
Total,Greece,59.3,2004,Total
Total,Greece,59.6,2005,Total
Total,Greece,60.6,2006,Total
Total,Greece,60.9,2007,Total
Total,Greece,61.4,2008,Total
Total,Greece,60.8,2009,Total
Total,Greece,59.1,2010,Total
Total,Greece,55.1,2011,Total
Total,Greece,50.8,2012,Total
Total,Greece,48.8,2013,Total
Total,Greece,49.4,2014,Total
Total,Greece,50.8,2015,Total
Total,Greece,52.0,2016,Total
Total,Greece,53.5,2017,Total
Total,Greece,54.9,2018,Total
Total,Greece,56.5,2019,Total
Total,Greece,56.3,2020,Total
Total,Greece,57.2,2021,Total
Total,Greece,60.7,2022,Total
Total,Greece,61.8,2023,Total
Total,Greece,63.3,2024,Total
Foreign country,Hungary,48.5,2001,Females
Foreign country,Hungary,49.0,2002,Females
Foreign country,Hungary,44.5,2003,Females
Foreign country,Hungary,48.6,2004,Females
Foreign country,Hungary,53.7,2005,Females
Foreign country,Hungary,46.5,2006,Females
Foreign country,Hungary,52.3,2007,Females
Foreign country,Hungary,53.6,2008,Females
Foreign country,Hungary,54.9,2009,Females
Foreign country,Hungary,57.8,2010,Females
Foreign country,Hungary,48.2,2011,Females
Foreign country,Hungary,48.0,2012,Females
Foreign country,Hungary,46.9,2013,Females
Foreign country,Hungary,55.3,2014,Females
Foreign country,Hungary,56.3,2015,Females
Foreign country,Hungary,55.7,2016,Females
Foreign country,Hungary,55.9,2017,Females
Foreign country,Hungary,51.4,2018,Females
Foreign country,Hungary,65.7,2019,Females
Foreign country,Hungary,54.2,2020,Females
Foreign country,Hungary,69.7,2021,Females
Foreign country,Hungary,67.5,2022,Females
Foreign country,Hungary,50.6,2023,Females
Foreign country,Hungary,58.2,2024,Females
Foreign country,Hungary,76.3,2001,Males
Foreign country,Hungary,72.2,2002,Males
Foreign country,Hungary,75.8,2003,Males
Foreign country,Hungary,77.8,2004,Males
Foreign country,Hungary,76.0,2005,Males
Foreign country,Hungary,75.5,2006,Males
Foreign country,Hungary,77.6,2007,Males
Foreign country,Hungary,79.2,2008,Males
Foreign country,Hungary,75.7,2009,Males
Foreign country,Hungary,66.8,2010,Males
Foreign country,Hungary,69.6,2011,Males
Foreign country,Hungary,75.4,2012,Males
Foreign country,Hungary,81.4,2013,Males
Foreign country,Hungary,86.2,2014,Males
Foreign country,Hungary,76.5,2015,Males
Foreign country,Hungary,72.3,2016,Males
Foreign country,Hungary,63.6,2017,Males
Foreign country,Hungary,68.6,2018,Males
Foreign country,Hungary,74.9,2019,Males
Foreign country,Hungary,77.1,2020,Males
Foreign country,Hungary,76.9,2021,Males
Foreign country,Hungary,73.2,2022,Males
Foreign country,Hungary,75.0,2023,Males
Foreign country,Hungary,69.4,2024,Males
Foreign country,Hungary,60.9,2001,Total
Foreign country,Hungary,59.2,2002,Total
Foreign country,Hungary,58.1,2003,Total
Foreign country,Hungary,62.7,2004,Total
Foreign country,Hungary,64.4,2005,Total
Foreign country,Hungary,61.4,2006,Total
Foreign country,Hungary,64.2,2007,Total
Foreign country,Hungary,66.3,2008,Total
Foreign country,Hungary,64.9,2009,Total
Foreign country,Hungary,62.1,2010,Total
Foreign country,Hungary,58.1,2011,Total
Foreign country,Hungary,61.1,2012,Total
Foreign country,Hungary,64.7,2013,Total
Foreign country,Hungary,71.2,2014,Total
Foreign country,Hungary,67.6,2015,Total
Foreign country,Hungary,65.4,2016,Total
Foreign country,Hungary,60.5,2017,Total
Foreign country,Hungary,61.2,2018,Total
Foreign country,Hungary,71.1,2019,Total
Foreign country,Hungary,66.9,2020,Total
Foreign country,Hungary,73.3,2021,Total
Foreign country,Hungary,70.4,2022,Total
Foreign country,Hungary,62.8,2023,Total
Foreign country,Hungary,64.3,2024,Total
Reporting country,Hungary,49.6,2001,Females
Reporting country,Hungary,49.8,2002,Females
Reporting country,Hungary,50.9,2003,Females
Reporting country,Hungary,50.5,2004,Females
Reporting country,Hungary,51.0,2005,Females
Reporting country,Hungary,51.1,2006,Females
Reporting country,Hungary,50.7,2007,Females
Reporting country,Hungary,50.3,2008,Females
Reporting country,Hungary,49.6,2009,Females
Reporting country,Hungary,50.2,2010,Females
Reporting country,Hungary,50.4,2011,Females
Reporting country,Hungary,51.9,2012,Females
Reporting country,Hungary,52.6,2013,Females
Reporting country,Hungary,55.9,2014,Females
Reporting country,Hungary,57.8,2015,Females
Reporting country,Hungary,60.2,2016,Females
Reporting country,Hungary,61.3,2017,Females
Reporting country,Hungary,62.5,2018,Females
Reporting country,Hungary,63.1,2019,Females
Reporting country,Hungary,62.6,2020,Females
Reporting country,Hungary,68.3,2021,Females
Reporting country,Hungary,70.0,2022,Females
Reporting country,Hungary,70.8,2023,Females
Reporting country,Hungary,71.5,2024,Females
Reporting country,Hungary,62.8,2001,Males
Reporting country,Hungary,62.8,2002,Males
Reporting country,Hungary,63.5,2003,Males
Reporting country,Hungary,63.0,2004,Males
Reporting country,Hungary,63.0,2005,Males
Reporting country,Hungary,63.9,2006,Males
Reporting country,Hungary,63.6,2007,Males
Reporting country,Hungary,62.6,2008,Males
Reporting country,Hungary,60.6,2009,Males
Reporting country,Hungary,59.8,2010,Males
Reporting country,Hungary,60.7,2011,Males
Reporting country,Hungary,61.5,2012,Males
Reporting country,Hungary,63.6,2013,Males
Reporting country,Hungary,67.7,2014,Males
Reporting country,Hungary,70.2,2015,Males
Reporting country,Hungary,73.0,2016,Males
Reporting country,Hungary,75.3,2017,Males
Reporting country,Hungary,76.5,2018,Males
Reporting country,Hungary,77.5,2019,Males
Reporting country,Hungary,77.2,2020,Males
Reporting country,Hungary,78.1,2021,Males
Reporting country,Hungary,79.0,2022,Males
Reporting country,Hungary,79.2,2023,Males
Reporting country,Hungary,78.8,2024,Males
Reporting country,Hungary,56.0,2001,Total
Reporting country,Hungary,56.1,2002,Total
Reporting country,Hungary,57.0,2003,Total
Reporting country,Hungary,56.6,2004,Total
Reporting country,Hungary,56.9,2005,Total
