citizenship,geo,unemployment_rate,year,Sex
Reporting country,Finland,8.7,2015,Females
Reporting country,Finland,8.3,2016,Females
Reporting country,Finland,8.2,2017,Females
Reporting country,Finland,7.0,2018,Females
Reporting country,Finland,6.0,2019,Females
Reporting country,Finland,7.3,2020,Females
Reporting country,Finland,6.6,2021,Females
Reporting country,Finland,6.2,2022,Females
Reporting country,Finland,5.8,2023,Females
Reporting country,Finland,6.7,2024,Females
Reporting country,Finland,17.9,1995,Males
Reporting country,Finland,15.6,1996,Males
Reporting country,Finland,14.7,1997,Males
Reporting country,Finland,12.7,1998,Males
Reporting country,Finland,10.9,1999,Males
Reporting country,Finland,10.2,2000,Males
Reporting country,Finland,9.8,2001,Males
Reporting country,Finland,10.6,2002,Males
Reporting country,Finland,10.9,2003,Males
Reporting country,Finland,10.1,2004,Males
Reporting country,Finland,8.1,2005,Males
Reporting country,Finland,7.3,2006,Males
Reporting country,Finland,6.5,2007,Males
Reporting country,Finland,6.0,2008,Males
Reporting country,Finland,8.8,2009,Males
Reporting country,Finland,9.0,2010,Males
Reporting country,Finland,8.4,2011,Males
Reporting country,Finland,8.2,2012,Males
Reporting country,Finland,8.8,2013,Males
Reporting country,Finland,9.3,2014,Males
Reporting country,Finland,9.9,2015,Males
Reporting country,Finland,9.1,2016,Males
Reporting country,Finland,9.0,2017,Males
Reporting country,Finland,7.4,2018,Males
Reporting country,Finland,7.2,2019,Males
Reporting country,Finland,8.0,2020,Males
Reporting country,Finland,8.1,2021,Males
Reporting country,Finland,6.9,2022,Males
Reporting country,Finland,7.6,2023,Males
Reporting country,Finland,8.8,2024,Males
Reporting country,Finland,17.1,1995,Total
Reporting country,Finland,15.6,1996,Total
Reporting country,Finland,14.9,1997,Total
Reporting country,Finland,13.0,1998,Total
Reporting country,Finland,11.6,1999,Total
Reporting country,Finland,11.0,2000,Total
Reporting country,Finland,10.2,2001,Total
Reporting country,Finland,10.4,2002,Total
Reporting country,Finland,10.4,2003,Total
Reporting country,Finland,10.2,2004,Total
Reporting country,Finland,8.3,2005,Total
Reporting country,Finland,7.6,2006,Total
Reporting country,Finland,6.8,2007,Total
Reporting country,Finland,6.2,2008,Total
Reporting country,Finland,8.1,2009,Total
Reporting country,Finland,8.2,2010,Total
Reporting country,Finland,7.7,2011,Total
Reporting country,Finland,7.6,2012,Total
Reporting country,Finland,8.1,2013,Total
Reporting country,Finland,8.5,2014,Total
Reporting country,Finland,9.3,2015,Total
Reporting country,Finland,8.7,2016,Total
Reporting country,Finland,8.6,2017,Total
Reporting country,Finland,7.2,2018,Total
Reporting country,Finland,6.6,2019,Total
Reporting country,Finland,7.7,2020,Total
Reporting country,Finland,7.4,2021,Total
Reporting country,Finland,6.6,2022,Total
Reporting country,Finland,6.7,2023,Total
Reporting country,Finland,7.7,2024,Total
Total,Finland,16.3,1995,Females
Total,Finland,15.6,1996,Females
Total,Finland,15.2,1997,Females
Total,Finland,13.6,1998,Females
Total,Finland,12.5,1999,Females
Total,Finland,12.0,2000,Females
Total,Finland,10.8,2001,Females
Total,Finland,10.2,2002,Females
Total,Finland,10.0,2003,Females
Total,Finland,10.6,2004,Females
Total,Finland,8.7,2005,Females
Total,Finland,8.1,2006,Females
Total,Finland,7.3,2007,Females
Total,Finland,6.7,2008,Females
Total,Finland,7.6,2009,Females
Total,Finland,7.7,2010,Females
Total,Finland,7.2,2011,Females
Total,Finland,7.1,2012,Females
Total,Finland,7.6,2013,Females
Total,Finland,8.1,2014,Females
Total,Finland,9.0,2015,Females
Total,Finland,8.7,2016,Females
Total,Finland,8.5,2017,Females
Total,Finland,7.4,2018,Females
Total,Finland,6.3,2019,Females
Total,Finland,7.6,2020,Females
Total,Finland,7.2,2021,Females
Total,Finland,6.5,2022,Females
Total,Finland,6.5,2023,Females
Total,Finland,7.7,2024,Females
Total,Finland,18.0,1995,Males
Total,Finland,15.7,1996,Males
Total,Finland,14.9,1997,Males
Total,Finland,13.0,1998,Males
Total,Finland,11.1,1999,Males
Total,Finland,10.4,2000,Males
Total,Finland,10.0,2001,Males
Total,Finland,10.7,2002,Males
Total,Finland,11.1,2003,Males
Total,Finland,10.3,2004,Males
Total,Finland,8.3,2005,Males
Total,Finland,7.5,2006,Males
Total,Finland,6.6,2007,Males
Total,Finland,6.2,2008,Males
Total,Finland,9.0,2009,Males
Total,Finland,9.3,2010,Males
Total,Finland,8.6,2011,Males
Total,Finland,8.5,2012,Males
Total,Finland,9.0,2013,Males
Total,Finland,9.6,2014,Males
Total,Finland,10.2,2015,Males
Total,Finland,9.3,2016,Males
Total,Finland,9.1,2017,Males
Total,Finland,7.6,2018,Males
Total,Finland,7.4,2019,Males
Total,Finland,8.3,2020,Males
Total,Finland,8.4,2021,Males
Total,Finland,7.3,2022,Males
Total,Finland,8.1,2023,Males
Total,Finland,9.4,2024,Males
Total,Finland,17.2,1995,Total
Total,Finland,15.7,1996,Total
Total,Finland,15.1,1997,Total
Total,Finland,13.3,1998,Total
Total,Finland,11.8,1999,Total
Total,Finland,11.2,2000,Total
Total,Finland,10.4,2001,Total
Total,Finland,10.5,2002,Total
Total,Finland,10.5,2003,Total
Total,Finland,10.4,2004,Total
Total,Finland,8.5,2005,Total
Total,Finland,7.8,2006,Total
Total,Finland,6.9,2007,Total
Total,Finland,6.4,2008,Total
Total,Finland,8.4,2009,Total
Total,Finland,8.5,2010,Total
Total,Finland,7.9,2011,Total
Total,Finland,7.8,2012,Total
Total,Finland,8.3,2013,Total
Total,Finland,8.8,2014,Total
Total,Finland,9.6,2015,Total
Total,Finland,9.0,2016,Total
Total,Finland,8.8,2017,Total
Total,Finland,7.5,2018,Total
Total,Finland,6.8,2019,Total
Total,Finland,7.9,2020,Total
Total,Finland,7.8,2021,Total
Total,Finland,6.9,2022,Total
Total,Finland,7.3,2023,Total
Total,Finland,8.6,2024,Total
Foreign country,France,24.4,1995,Females
Foreign country,France,26.2,1996,Females
Foreign country,France,25.4,1997,Females
Foreign country,France,26.7,1998,Females
Foreign country,France,25.8,1999,Females
Foreign country,France,25.8,2000,Females
Foreign country,France,22.3,2001,Females
Foreign country,France,19.5,2002,Females
Foreign country,France,17.2,2003,Females
Foreign country,France,19.9,2004,Females
Foreign country,France,21.0,2005,Females
Foreign country,France,18.5,2006,Females
Foreign country,France,17.3,2007,Females
Foreign country,France,13.8,2008,Females
Foreign country,France,16.6,2009,Females
Foreign country,France,18.7,2010,Females
Foreign country,France,19.4,2011,Females
Foreign country,France,19.9,2012,Females
Foreign country,France,19.4,2013,Females
Foreign country,France,19.7,2014,Females
Foreign country,France,19.9,2015,Females
Foreign country,France,20.4,2016,Females
Foreign country,France,19.6,2017,Females
Foreign country,France,18.4,2018,Females
Foreign country,France,16.5,2019,Females
Foreign country,France,16.3,2020,Females
Foreign country,France,15.6,2021,Females
Foreign country,France,14.3,2022,Females
Foreign country,France,13.0,2023,Females
Foreign country,France,14.3,2024,Females
Foreign country,France,20.4,1995,Males
Foreign country,France,22.8,1996,Males
Foreign country,France,22.1,1997,Males
Foreign country,France,22.1,1998,Males
Foreign country,France,21.3,1999,Males
Foreign country,France,17.9,2000,Males
Foreign country,France,16.0,2001,Males
Foreign country,France,17.0,2002,Males
Foreign country,France,17.9,2003,Males
Foreign country,France,15.0,2004,Males
Foreign country,France,13.6,2005,Males
Foreign country,France,14.1,2006,Males
Foreign country,France,14.5,2007,Males
Foreign country,France,13.0,2008,Males
Foreign country,France,17.3,2009,Males
Foreign country,France,14.7,2010,Males
Foreign country,France,15.9,2011,Males
Foreign country,France,17.4,2012,Males
Foreign country,France,18.9,2013,Males
Foreign country,France,20.0,2014,Males
Foreign country,France,21.4,2015,Males
Foreign country,France,19.2,2016,Males
Foreign country,France,17.8,2017,Males
Foreign country,France,15.4,2018,Males
Foreign country,France,13.8,2019,Males
Foreign country,France,13.8,2020,Males
Foreign country,France,12.7,2021,Males
Foreign country,France,11.3,2022,Males
Foreign country,France,11.7,2023,Males
Foreign country,France,11.8,2024,Males
Foreign country,France,21.8,1995,Total
Foreign country,France,24.0,1996,Total
Foreign country,France,23.3,1997,Total
Foreign country,France,23.8,1998,Total
Foreign country,France,23.0,1999,Total
Foreign country,France,20.9,2000,Total
Foreign country,France,18.4,2001,Total
Foreign country,France,18.0,2002,Total
Foreign country,France,17.6,2003,Total
Foreign country,France,16.9,2004,Total
Foreign country,France,16.6,2005,Total
Foreign country,France,15.9,2006,Total
Foreign country,France,15.7,2007,Total
Foreign country,France,13.4,2008,Total
Foreign country,France,17.0,2009,Total
Foreign country,France,16.4,2010,Total
Foreign country,France,17.4,2011,Total
Foreign country,France,18.4,2012,Total
Foreign country,France,19.1,2013,Total
Foreign country,France,19.9,2014,Total
Foreign country,France,20.7,2015,Total
Foreign country,France,19.7,2016,Total
Foreign country,France,18.6,2017,Total
Foreign country,France,16.7,2018,Total
Foreign country,France,15.0,2019,Total
Foreign country,France,14.9,2020,Total
Foreign country,France,14.0,2021,Total
Foreign country,France,12.7,2022,Total
Foreign country,France,12.3,2023,Total
Foreign country,France,12.9,2024,Total
Reporting country,France,13.6,1995,Females
Reporting country,France,13.9,1996,Females
Reporting country,France,13.9,1997,Females
Reporting country,France,13.5,1998,Females
Reporting country,France,13.3,1999,Females
Reporting country,France,11.5,2000,Females
Reporting country,France,9.9,2001,Females
Reporting country,France,9.3,2002,Females
Reporting country,France,8.8,2003,Females
Reporting country,France,9.4,2004,Females
Reporting country,France,8.8,2005,Females
Reporting country,France,8.7,2006,Females
Reporting country,France,7.6,2007,Females
Reporting country,France,7.1,2008,Females
Reporting country,France,8.4,2009,Females
Reporting country,France,8.6,2010,Females
Reporting country,France,8.6,2011,Females
Reporting country,France,8.8,2012,Females
Reporting country,France,9.3,2013,Females
Reporting country,France,9.5,2014,Females
Reporting country,France,9.4,2015,Females
Reporting country,France,9.3,2016,Females
Reporting country,France,8.8,2017,Females
Reporting country,France,8.5,2018,Females
Reporting country,France,7.9,2019,Females
Reporting country,France,7.5,2020,Females
Reporting country,France,7.3,2021,Females
Reporting country,France,6.7,2022,Females
Reporting country,France,6.8,2023,Females
Reporting country,France,6.8,2024,Females
Reporting country,France,9.2,1995,Males
Reporting country,France,9.7,1996,Males
Reporting country,France,10.2,1997,Males
Reporting country,France,9.5,1998,Males
Reporting country,France,9.6,1999,Males
Reporting country,France,7.9,2000,Males
Reporting country,France,6.3,2001,Males
Reporting country,France,7.1,2002,Males
Reporting country,France,7.0,2003,Males
Reporting country,France,7.7,2004,Males
Reporting country,France,7.5,2005,Males
Reporting country,France,7.5,2006,Males
Reporting country,France,6.9,2007,Males
Reporting country,France,6.3,2008,Males
Reporting country,France,8.1,2009,Males
Reporting country,France,8.3,2010,Males
Reporting country,France,8.1,2011,Males
Reporting country,France,8.9,2012,Males
Reporting country,France,9.5,2013,Males
Reporting country,France,10.0,2014,Males
Reporting country,France,10.1,2015,Males
Reporting country,France,9.7,2016,Males
Reporting country,France,8.9,2017,Males
Reporting country,France,8.5,2018,Males
Reporting country,France,8.2,2019,Males
Reporting country,France,7.7,2020,Males
Reporting country,France,7.6,2021,Males
Reporting country,France,7.2,2022,Males
Reporting country,France,7.2,2023,Males
Reporting country,France,7.2,2024,Males
Reporting country,France,11.2,1995,Total
Reporting country,France,11.6,1996,Total
Reporting country,France,11.9,1997,Total
Reporting country,France,11.4,1998,Total
Reporting country,France,11.3,1999,Total
Reporting country,France,9.6,2000,Total
Reporting country,France,8.0,2001,Total
Reporting country,France,8.1,2002,Total
Reporting country,France,7.8,2003,Total
Reporting country,France,8.5,2004,Total
Reporting country,France,8.1,2005,Total
Reporting country,France,8.1,2006,Total
Reporting country,France,7.2,2007,Total
Reporting country,France,6.7,2008,Total
Reporting country,France,8.3,2009,Total
Reporting country,France,8.4,2010,Total
Reporting country,France,8.3,2011,Total
Reporting country,France,8.9,2012,Total
Reporting country,France,9.4,2013,Total
Reporting country,France,9.7,2014,Total
Reporting country,France,9.8,2015,Total
Reporting country,France,9.5,2016,Total
Reporting country,France,8.8,2017,Total
Reporting country,France,8.5,2018,Total
Reporting country,France,8.0,2019,Total
Reporting country,France,7.6,2020,Total
Reporting country,France,7.5,2021,Total
Reporting country,France,6.9,2022,Total
Reporting country,France,7.0,2023,Total
Reporting country,France,7.0,2024,Total
Total,France,14.1,1995,Females
Total,France,14.5,1996,Females
Total,France,14.5,1997,Females
Total,France,14.1,1998,Females
Total,France,13.9,1999,Females
Total,France,12.2,2000,Females
Total,France,10.5,2001,Females
Total,France,9.8,2002,Females
Total,France,9.1,2003,Females
Total,France,9.9,2004,Females
Total,France,9.3,2005,Females
Total,France,9.1,2006,Females
Total,France,8.1,2007,Females
Total,France,7.5,2008,Females
Total,France,8.8,2009,Females
Total,France,9.1,2010,Females
Total,France,9.2,2011,Females
Total,France,9.4,2012,Females
Total,France,9.8,2013,Females
Total,France,10.1,2014,Females
Total,France,10.0,2015,Females
Total,France,9.9,2016,Females
Total,France,9.5,2017,Females
Total,France,9.1,2018,Females
Total,France,8.4,2019,Females
Total,France,8.0,2020,Females
Total,France,7.8,2021,Females
Total,France,7.2,2022,Females
Total,France,7.3,2023,Females
Total,France,7.3,2024,Females
Total,France,10.0,1995,Males
Total,France,10.6,1996,Males
Total,France,11.1,1997,Males
Total,France,10.4,1998,Males
Total,France,10.4,1999,Males
Total,France,8.6,2000,Males
Total,France,7.0,2001,Males
Total,France,7.8,2002,Males
Total,France,7.6,2003,Males
Total,France,8.1,2004,Males
Total,France,7.8,2005,Males
Total,France,7.9,2006,Males
Total,France,7.3,2007,Males
Total,France,6.7,2008,Males
Total,France,8.7,2009,Males
Total,France,8.7,2010,Males
Total,France,8.6,2011,Males
Total,France,9.5,2012,Males
Total,France,10.1,2013,Males
Total,France,10.6,2014,Males
Total,France,10.9,2015,Males
Total,France,10.3,2016,Males
Total,France,9.5,2017,Males
Total,France,9.1,2018,Males
Total,France,8.6,2019,Males
Total,France,8.2,2020,Males
Total,France,8.0,2021,Males
Total,France,7.6,2022,Males
Total,France,7.5,2023,Males
Total,France,7.6,2024,Males
Total,France,11.9,1995,Total
Total,France,12.4,1996,Total
Total,France,12.6,1997,Total
Total,France,12.1,1998,Total
Total,France,12.0,1999,Total
Total,France,10.3,2000,Total
Total,France,8.6,2001,Total
Total,France,8.7,2002,Total
Total,France,8.3,2003,Total
Total,France,8.9,2004,Total
Total,France,8.5,2005,Total
Total,France,8.5,2006,Total
Total,France,7.7,2007,Total
Total,France,7.1,2008,Total
Total,France,8.8,2009,Total
Total,France,8.9,2010,Total
Total,France,8.9,2011,Total
Total,France,9.5,2012,Total
Total,France,10.0,2013,Total
Total,France,10.3,2014,Total
Total,France,10.4,2015,Total
Total,France,10.1,2016,Total
Total,France,9.5,2017,Total
Total,France,9.1,2018,Total
Total,France,8.5,2019,Total
Total,France,8.1,2020,Total
Total,France,7.9,2021,Total
Total,France,7.4,2022,Total
Total,France,7.4,2023,Total
Total,France,7.5,2024,Total
Foreign country,Germany,14.3,1995,Females
Foreign country,Germany,14.3,1996,Females
Foreign country,Germany,16.6,1997,Females
Foreign country,Germany,15.8,1998,Females
Foreign country,Germany,14.9,1999,Females
Foreign country,Germany,11.6,2000,Females
Foreign country,Germany,11.9,2001,Females
Foreign country,Germany,12.2,2002,Females
Foreign country,Germany,14.7,2003,Females
Foreign country,Germany,15.5,2004,Females
Foreign country,Germany,19.4,2005,Females
Foreign country,Germany,18.4,2006,Females
Foreign country,Germany,15.9,2007,Females
Foreign country,Germany,14.6,2008,Females
Foreign country,Germany,13.9,2009,Females
Foreign country,Germany,12.6,2010,Females
Foreign country,Germany,10.8,2011,Females
Foreign country,Germany,10.0,2012,Females
Foreign country,Germany,9.6,2013,Females
Foreign country,Germany,9.1,2014,Females
Foreign country,Germany,9.0,2015,Females
Foreign country,Germany,8.0,2016,Females
Foreign country,Germany,7.1,2017,Females
Foreign country,Germany,6.6,2018,Females
Foreign country,Germany,6.3,2019,Females
Foreign country,Germany,8.6,2020,Females
Foreign country,Germany,7.3,2021,Females
Foreign country,Germany,6.6,2022,Females
Foreign country,Germany,7.0,2023,Females
Foreign country,Germany,8.1,2024,Females
Foreign country,Germany,14.6,1995,Males
Foreign country,Germany,16.3,1996,Males
Foreign country,Germany,17.7,1997,Males
Foreign country,Germany,17.2,1998,Males
Foreign country,Germany,16.3,1999,Males
Foreign country,Germany,13.6,2000,Males
Foreign country,Germany,13.1,2001,Males
Foreign country,Germany,14.2,2002,Males
Foreign country,Germany,17.7,2003,Males
Foreign country,Germany,19.3,2004,Males
Foreign country,Germany,20.8,2005,Males
Foreign country,Germany,19.4,2006,Males
Foreign country,Germany,16.5,2007,Males
Foreign country,Germany,13.9,2008,Males
Foreign country,Germany,15.5,2009,Males
Foreign country,Germany,14.2,2010,Males
Foreign country,Germany,11.2,2011,Males
Foreign country,Germany,10.5,2012,Males
Foreign country,Germany,9.8,2013,Males
Foreign country,Germany,9.7,2014,Males
Foreign country,Germany,9.3,2015,Males
Foreign country,Germany,9.0,2016,Males
Foreign country,Germany,8.8,2017,Males
Foreign country,Germany,8.0,2018,Males
Foreign country,Germany,7.3,2019,Males
Foreign country,Germany,9.9,2020,Males
Foreign country,Germany,8.1,2021,Males
Foreign country,Germany,6.5,2022,Males
Foreign country,Germany,6.2,2023,Males
Foreign country,Germany,7.5,2024,Males
Foreign country,Germany,14.5,1995,Total
Foreign country,Germany,15.6,1996,Total
Foreign country,Germany,17.3,1997,Total
Foreign country,Germany,16.7,1998,Total
Foreign country,Germany,15.8,1999,Total
Foreign country,Germany,12.8,2000,Total
Foreign country,Germany,12.6,2001,Total
Foreign country,Germany,13.4,2002,Total
Foreign country,Germany,16.5,2003,Total
Foreign country,Germany,17.9,2004,Total
Foreign country,Germany,20.3,2005,Total
Foreign country,Germany,19.0,2006,Total
Foreign country,Germany,16.2,2007,Total
Foreign country,Germany,14.2,2008,Total
Foreign country,Germany,14.8,2009,Total
Foreign country,Germany,13.5,2010,Total
Foreign country,Germany,11.0,2011,Total
Foreign country,Germany,10.3,2012,Total
Foreign country,Germany,9.7,2013,Total
Foreign country,Germany,9.4,2014,Total
Foreign country,Germany,9.2,2015,Total
Foreign country,Germany,8.6,2016,Total
Foreign country,Germany,8.1,2017,Total
