Sex,geo,Age class,year,Country of citizenship,Number
Males,Liechtenstein,From 40 to 44 years,2023,Foreign country and stateless,548
Males,Liechtenstein,From 40 to 44 years,2024,Foreign country and stateless,535
Males,Lithuania,From 40 to 44 years,2012,Foreign country and stateless,1285
Males,Lithuania,From 40 to 44 years,2013,Foreign country and stateless,1394
Males,Lithuania,From 40 to 44 years,2014,Foreign country and stateless,1269
Males,Lithuania,From 40 to 44 years,2015,Foreign country and stateless,1379
Males,Lithuania,From 40 to 44 years,2016,Foreign country and stateless,1425
Males,Lithuania,From 40 to 44 years,2017,Foreign country and stateless,1459
Males,Lithuania,From 40 to 44 years,2018,Foreign country and stateless,1581
Males,Lithuania,From 40 to 44 years,2019,Foreign country and stateless,1611
Males,Lithuania,From 40 to 44 years,2020,Foreign country and stateless,1654
Males,Lithuania,From 40 to 44 years,2021,Foreign country and stateless,986
Males,Lithuania,From 40 to 44 years,2022,Foreign country and stateless,3093
Males,Lithuania,From 40 to 44 years,2023,Foreign country and stateless,7225
Males,Lithuania,From 40 to 44 years,2024,Foreign country and stateless,13112
Males,Latvia,From 40 to 44 years,2012,Foreign country and stateless,11457
Males,Latvia,From 40 to 44 years,2013,Foreign country and stateless,11250
Males,Latvia,From 40 to 44 years,2014,Foreign country and stateless,10889
Males,Latvia,From 40 to 44 years,2015,Foreign country and stateless,11030
Males,Latvia,From 40 to 44 years,2016,Foreign country and stateless,11112
Males,Latvia,From 40 to 44 years,2017,Foreign country and stateless,10583
Males,Latvia,From 40 to 44 years,2018,Foreign country and stateless,10185
Males,Latvia,From 40 to 44 years,2019,Foreign country and stateless,10312
Males,Latvia,From 40 to 44 years,2020,Foreign country and stateless,10068
Males,Latvia,From 40 to 44 years,2021,Foreign country and stateless,9915
Males,Latvia,From 40 to 44 years,2022,Foreign country and stateless,9848
Males,Latvia,From 40 to 44 years,2023,Foreign country and stateless,10150
Males,Latvia,From 40 to 44 years,2024,Foreign country and stateless,10258
Males,Malta,From 40 to 44 years,2012,Foreign country and stateless,870
Males,Malta,From 40 to 44 years,2013,Foreign country and stateless,910
Males,Malta,From 40 to 44 years,2014,Foreign country and stateless,1117
Males,Malta,From 40 to 44 years,2015,Foreign country and stateless,1632
Males,Malta,From 40 to 44 years,2016,Foreign country and stateless,2201
Males,Malta,From 40 to 44 years,2017,Foreign country and stateless,2610
Males,Malta,From 40 to 44 years,2018,Foreign country and stateless,3523
Males,Malta,From 40 to 44 years,2019,Foreign country and stateless,4684
Males,Malta,From 40 to 44 years,2020,Foreign country and stateless,6262
Males,Malta,From 40 to 44 years,2021,Foreign country and stateless,6726
Males,Malta,From 40 to 44 years,2022,Foreign country and stateless,7194
Males,Malta,From 40 to 44 years,2023,Foreign country and stateless,8819
Males,Malta,From 40 to 44 years,2024,Foreign country and stateless,10313
Males,Netherlands,From 40 to 44 years,2012,Foreign country and stateless,33431
Males,Netherlands,From 40 to 44 years,2013,Foreign country and stateless,33931
Males,Netherlands,From 40 to 44 years,2014,Foreign country and stateless,34448
Males,Netherlands,From 40 to 44 years,2015,Foreign country and stateless,35788
Males,Netherlands,From 40 to 44 years,2016,Foreign country and stateless,37621
Males,Netherlands,From 40 to 44 years,2017,Foreign country and stateless,40382
Males,Netherlands,From 40 to 44 years,2018,Foreign country and stateless,43111
Males,Netherlands,From 40 to 44 years,2019,Foreign country and stateless,46671
Males,Netherlands,From 40 to 44 years,2020,Foreign country and stateless,51485
Males,Netherlands,From 40 to 44 years,2021,Foreign country and stateless,54406
Males,Netherlands,From 40 to 44 years,2022,Foreign country and stateless,57685
Males,Netherlands,From 40 to 44 years,2023,Foreign country and stateless,65791
Males,Netherlands,From 40 to 44 years,2024,Foreign country and stateless,72170
Males,Norway,From 40 to 44 years,2012,Foreign country and stateless,22172
Males,Norway,From 40 to 44 years,2013,Foreign country and stateless,24813
Males,Norway,From 40 to 44 years,2014,Foreign country and stateless,27158
Males,Norway,From 40 to 44 years,2015,Foreign country and stateless,29673
Males,Norway,From 40 to 44 years,2016,Foreign country and stateless,31645
Males,Norway,From 40 to 44 years,2017,Foreign country and stateless,33196
Males,Norway,From 40 to 44 years,2018,Foreign country and stateless,34167
Males,Norway,From 40 to 44 years,2019,Foreign country and stateless,35977
Males,Norway,From 40 to 44 years,2020,Foreign country and stateless,38331
Males,Norway,From 40 to 44 years,2021,Foreign country and stateless,39408
Males,Norway,From 40 to 44 years,2022,Foreign country and stateless,38958
Males,Norway,From 40 to 44 years,2023,Foreign country and stateless,39660
Males,Norway,From 40 to 44 years,2024,Foreign country and stateless,41076
Males,Poland,From 40 to 44 years,2012,Foreign country and stateless,5222
Males,Poland,From 40 to 44 years,2013,Foreign country and stateless,5953
Males,Poland,From 40 to 44 years,2014,Foreign country and stateless,6589
Males,Poland,From 40 to 44 years,2015,Foreign country and stateless,7249
Males,Poland,From 40 to 44 years,2016,Foreign country and stateless,9804
Males,Poland,From 40 to 44 years,2017,Foreign country and stateless,14063
Males,Poland,From 40 to 44 years,2018,Foreign country and stateless,14943
Males,Poland,From 40 to 44 years,2019,Foreign country and stateless,18679
Males,Poland,From 40 to 44 years,2020,Foreign country and stateless,23324
Males,Poland,From 40 to 44 years,2021,Foreign country and stateless,24295
Males,Poland,From 40 to 44 years,2022,Foreign country and stateless,24294
Males,Poland,From 40 to 44 years,2023,Foreign country and stateless,24564
Males,Poland,From 40 to 44 years,2024,Foreign country and stateless,24970
Males,Portugal,From 40 to 44 years,2012,Foreign country and stateless,22632
Males,Portugal,From 40 to 44 years,2013,Foreign country and stateless,20575
Males,Portugal,From 40 to 44 years,2014,Foreign country and stateless,18727
Males,Portugal,From 40 to 44 years,2015,Foreign country and stateless,17919
Males,Portugal,From 40 to 44 years,2016,Foreign country and stateless,17276
Males,Portugal,From 40 to 44 years,2017,Foreign country and stateless,17528
Males,Portugal,From 40 to 44 years,2018,Foreign country and stateless,17738
Males,Portugal,From 40 to 44 years,2019,Foreign country and stateless,19636
Males,Portugal,From 40 to 44 years,2020,Foreign country and stateless,23274
Males,Portugal,From 40 to 44 years,2021,Foreign country and stateless,27890
Males,Portugal,From 40 to 44 years,2022,Foreign country and stateless,32074
Males,Portugal,From 40 to 44 years,2023,Foreign country and stateless,40138
Males,Portugal,From 40 to 44 years,2024,Foreign country and stateless,57545
Males,Romania,From 40 to 44 years,2012,Foreign country and stateless,5301
Males,Romania,From 40 to 44 years,2013,Foreign country and stateless,4883
Males,Romania,From 40 to 44 years,2014,Foreign country and stateless,5216
Males,Romania,From 40 to 44 years,2015,Foreign country and stateless,6538
Males,Romania,From 40 to 44 years,2016,Foreign country and stateless,7787
Males,Romania,From 40 to 44 years,2017,Foreign country and stateless,7847
Males,Romania,From 40 to 44 years,2018,Foreign country and stateless,7916
Males,Romania,From 40 to 44 years,2019,Foreign country and stateless,7928
Males,Romania,From 40 to 44 years,2020,Foreign country and stateless,9407
Males,Romania,From 40 to 44 years,2021,Foreign country and stateless,9807
Males,Romania,From 40 to 44 years,2023,Foreign country and stateless,12423
Males,Romania,From 40 to 44 years,2024,Foreign country and stateless,14360
Males,Sweden,From 40 to 44 years,2012,Foreign country and stateless,28041
Males,Sweden,From 40 to 44 years,2013,Foreign country and stateless,28667
Males,Sweden,From 40 to 44 years,2014,Foreign country and stateless,29771
Males,Sweden,From 40 to 44 years,2015,Foreign country and stateless,32381
Males,Sweden,From 40 to 44 years,2016,Foreign country and stateless,34806
Males,Sweden,From 40 to 44 years,2017,Foreign country and stateless,38301
Males,Sweden,From 40 to 44 years,2018,Foreign country and stateless,40741
Males,Sweden,From 40 to 44 years,2019,Foreign country and stateless,43028
Males,Sweden,From 40 to 44 years,2020,Foreign country and stateless,44305
Males,Sweden,From 40 to 44 years,2021,Foreign country and stateless,44110
Males,Sweden,From 40 to 44 years,2022,Foreign country and stateless,43897
Males,Sweden,From 40 to 44 years,2023,Foreign country and stateless,45640
Males,Sweden,From 40 to 44 years,2024,Foreign country and stateless,45793
Males,Slovenia,From 40 to 44 years,2012,Foreign country and stateless,7070
Males,Slovenia,From 40 to 44 years,2013,Foreign country and stateless,7332
Males,Slovenia,From 40 to 44 years,2014,Foreign country and stateless,7454
Males,Slovenia,From 40 to 44 years,2015,Foreign country and stateless,7658
Males,Slovenia,From 40 to 44 years,2016,Foreign country and stateless,7943
Males,Slovenia,From 40 to 44 years,2017,Foreign country and stateless,8411
Males,Slovenia,From 40 to 44 years,2018,Foreign country and stateless,8962
Males,Slovenia,From 40 to 44 years,2019,Foreign country and stateless,10340
Males,Slovenia,From 40 to 44 years,2020,Foreign country and stateless,11908
Males,Slovenia,From 40 to 44 years,2021,Foreign country and stateless,12602
Males,Slovenia,From 40 to 44 years,2022,Foreign country and stateless,12547
Males,Slovenia,From 40 to 44 years,2023,Foreign country and stateless,13339
Males,Slovenia,From 40 to 44 years,2024,Foreign country and stateless,14313
Males,Slovakia,From 40 to 44 years,2012,Foreign country and stateless,4990
Males,Slovakia,From 40 to 44 years,2013,Foreign country and stateless,5319
Males,Slovakia,From 40 to 44 years,2014,Foreign country and stateless,4358
Males,Slovakia,From 40 to 44 years,2015,Foreign country and stateless,4751
Males,Slovakia,From 40 to 44 years,2016,Foreign country and stateless,5160
Males,Slovakia,From 40 to 44 years,2017,Foreign country and stateless,5579
Males,Slovakia,From 40 to 44 years,2018,Foreign country and stateless,5935
Males,Slovakia,From 40 to 44 years,2019,Foreign country and stateless,6342
Males,Slovakia,From 40 to 44 years,2020,Foreign country and stateless,6575
Males,Slovakia,From 40 to 44 years,2021,Foreign country and stateless,6838
Males,Slovakia,From 40 to 44 years,2022,Foreign country and stateless,5011
Males,Slovakia,From 40 to 44 years,2023,Foreign country and stateless,5075
Males,Slovakia,From 40 to 44 years,2024,Foreign country and stateless,5218
Total,Austria,From 40 to 44 years,2012,Foreign country and stateless,85791
Total,Austria,From 40 to 44 years,2013,Foreign country and stateless,89108
Total,Austria,From 40 to 44 years,2014,Foreign country and stateless,93754
Total,Austria,From 40 to 44 years,2015,Foreign country and stateless,101034
Total,Austria,From 40 to 44 years,2016,Foreign country and stateless,109738
Total,Austria,From 40 to 44 years,2017,Foreign country and stateless,116463
Total,Austria,From 40 to 44 years,2018,Foreign country and stateless,123279
Total,Austria,From 40 to 44 years,2019,Foreign country and stateless,130281
Total,Austria,From 40 to 44 years,2020,Foreign country and stateless,136611
Total,Austria,From 40 to 44 years,2021,Foreign country and stateless,143493
Total,Austria,From 40 to 44 years,2022,Foreign country and stateless,150011
Total,Austria,From 40 to 44 years,2023,Foreign country and stateless,163350
Total,Austria,From 40 to 44 years,2024,Foreign country and stateless,169872
Total,Belgium,From 40 to 44 years,2012,Foreign country and stateless,109486
Total,Belgium,From 40 to 44 years,2013,Foreign country and stateless,112061
Total,Belgium,From 40 to 44 years,2014,Foreign country and stateless,112525
Total,Belgium,From 40 to 44 years,2015,Foreign country and stateless,115237
Total,Belgium,From 40 to 44 years,2016,Foreign country and stateless,117936
Total,Belgium,From 40 to 44 years,2017,Foreign country and stateless,119113
Total,Belgium,From 40 to 44 years,2018,Foreign country and stateless,120485
Total,Belgium,From 40 to 44 years,2019,Foreign country and stateless,123827
Total,Belgium,From 40 to 44 years,2020,Foreign country and stateless,127512
Total,Belgium,From 40 to 44 years,2021,Foreign country and stateless,131596
Total,Belgium,From 40 to 44 years,2022,Foreign country and stateless,134716
Total,Belgium,From 40 to 44 years,2023,Foreign country and stateless,143020
Total,Belgium,From 40 to 44 years,2024,Foreign country and stateless,146015
Total,Bulgaria,From 40 to 44 years,2012,Foreign country and stateless,3431
Total,Bulgaria,From 40 to 44 years,2013,Foreign country and stateless,3903
Total,Bulgaria,From 40 to 44 years,2014,Foreign country and stateless,4500
Total,Bulgaria,From 40 to 44 years,2015,Foreign country and stateless,5195
Total,Bulgaria,From 40 to 44 years,2016,Foreign country and stateless,5640
Total,Bulgaria,From 40 to 44 years,2017,Foreign country and stateless,6246
Total,Bulgaria,From 40 to 44 years,2018,Foreign country and stateless,6882
Total,Bulgaria,From 40 to 44 years,2019,Foreign country and stateless,7753
Total,Bulgaria,From 40 to 44 years,2020,Foreign country and stateless,8518
Total,Bulgaria,From 40 to 44 years,2021,Foreign country and stateless,9224
Total,Bulgaria,From 40 to 44 years,2022,Foreign country and stateless,5212
Total,Bulgaria,From 40 to 44 years,2023,Foreign country and stateless,6758
Total,Bulgaria,From 40 to 44 years,2024,Foreign country and stateless,9738
Total,Switzerland,From 40 to 44 years,2012,Foreign country and stateless,179076
