iccs,geo,TIME_PERIOD,OBS_VALUE
Kidnapping,Hungary,2020,0.11
Kidnapping,Hungary,2021,0.04
Kidnapping,Hungary,2022,0.07
Kidnapping,Ireland,2008,1.3
Kidnapping,Ireland,2009,1.85
Kidnapping,Ireland,2010,1.8
Kidnapping,Ireland,2011,1.68
Kidnapping,Ireland,2012,1.41
Kidnapping,Ireland,2013,1.74
Kidnapping,Ireland,2014,1.3
Kidnapping,Ireland,2015,1.97
Kidnapping,Ireland,2016,1.57
Kidnapping,Ireland,2017,1.65
Kidnapping,Ireland,2018,1.76
Kidnapping,Ireland,2019,1.77
Kidnapping,Ireland,2020,2.14
Kidnapping,Ireland,2021,2.0
Kidnapping,Ireland,2022,1.8
Kidnapping,Italy,2008,0.55
Kidnapping,Italy,2009,0.59
Kidnapping,Italy,2010,0.59
Kidnapping,Italy,2011,0.6
Kidnapping,Italy,2012,0.57
Kidnapping,Italy,2013,0.54
Kidnapping,Italy,2014,0.49
Kidnapping,Italy,2015,0.47
Kidnapping,Italy,2016,0.32
Kidnapping,Italy,2017,0.33
Kidnapping,Italy,2018,0.31
Kidnapping,Italy,2019,0.21
Kidnapping,Italy,2020,0.2
Kidnapping,Italy,2021,0.2
Kidnapping,Italy,2022,0.24
Kidnapping,Liechtenstein,2008,0.0
Kidnapping,Liechtenstein,2009,0.0
Kidnapping,Liechtenstein,2010,0.0
Kidnapping,Liechtenstein,2011,0.0
Kidnapping,Liechtenstein,2012,0.0
Kidnapping,Liechtenstein,2013,0.0
Kidnapping,Liechtenstein,2014,0.0
Kidnapping,Liechtenstein,2015,0.0
Kidnapping,Liechtenstein,2016,0.0
Kidnapping,Liechtenstein,2019,0.0
Kidnapping,Liechtenstein,2020,0.0
Kidnapping,Liechtenstein,2021,0.0
Kidnapping,Liechtenstein,2022,0.0
Kidnapping,Lithuania,2008,1.9
Kidnapping,Lithuania,2009,1.85
Kidnapping,Lithuania,2010,2.2
Kidnapping,Lithuania,2011,1.57
Kidnapping,Lithuania,2012,2.16
Kidnapping,Lithuania,2013,1.55
Kidnapping,Lithuania,2014,0.0
Kidnapping,Lithuania,2015,0.0
Kidnapping,Lithuania,2016,0.0
Kidnapping,Lithuania,2017,0.0
Kidnapping,Lithuania,2018,0.0
Kidnapping,Lithuania,2019,0.0
Kidnapping,Lithuania,2020,0.04
Kidnapping,Lithuania,2021,0.04
Kidnapping,Lithuania,2022,0.0
Kidnapping,Luxembourg,2008,6.82
Kidnapping,Luxembourg,2009,8.11
Kidnapping,Luxembourg,2010,5.38
Kidnapping,Luxembourg,2011,9.18
Kidnapping,Luxembourg,2012,10.86
Kidnapping,Luxembourg,2013,8.94
Kidnapping,Luxembourg,2014,9.46
Kidnapping,Luxembourg,2015,9.41
Kidnapping,Luxembourg,2016,8.68
Kidnapping,Luxembourg,2017,7.79
Kidnapping,Luxembourg,2018,5.98
Kidnapping,Luxembourg,2019,7.17
Kidnapping,Luxembourg,2020,6.71
Kidnapping,Luxembourg,2021,5.83
Kidnapping,Luxembourg,2022,8.06
Kidnapping,Latvia,2008,0.14
Kidnapping,Latvia,2009,0.42
Kidnapping,Latvia,2010,0.38
Kidnapping,Latvia,2011,0.34
Kidnapping,Latvia,2012,0.05
Kidnapping,Latvia,2013,0.89
Kidnapping,Latvia,2014,0.85
Kidnapping,Latvia,2015,0.86
Kidnapping,Latvia,2016,0.41
Kidnapping,Latvia,2017,0.21
Kidnapping,Latvia,2018,0.52
Kidnapping,Latvia,2019,0.68
Kidnapping,Latvia,2020,0.63
Kidnapping,Latvia,2021,0.32
Kidnapping,Latvia,2022,0.53
Kidnapping,Montenegro,2008,0.49
Kidnapping,Montenegro,2009,0.49
Kidnapping,Montenegro,2010,0.32
Kidnapping,Montenegro,2011,0.48
Kidnapping,Montenegro,2012,0.0
Kidnapping,Montenegro,2013,0.16
Kidnapping,Montenegro,2014,0.0
Kidnapping,Montenegro,2015,0.0
Kidnapping,Montenegro,2016,0.32
Kidnapping,Montenegro,2017,0.0
Kidnapping,Montenegro,2018,0.0
Kidnapping,Montenegro,2019,0.32
Kidnapping,Montenegro,2021,0.32
Kidnapping,Montenegro,2022,0.16
Kidnapping,North Macedonia,2008,0.68
Kidnapping,North Macedonia,2009,0.78
Kidnapping,North Macedonia,2010,0.83
Kidnapping,North Macedonia,2011,0.68
Kidnapping,North Macedonia,2012,0.92
Kidnapping,North Macedonia,2013,0.87
Kidnapping,North Macedonia,2014,0.39
Kidnapping,North Macedonia,2015,0.53
Kidnapping,North Macedonia,2016,0.48
Kidnapping,North Macedonia,2017,0.34
Kidnapping,North Macedonia,2019,0.72
Kidnapping,North Macedonia,2020,0.1
Kidnapping,North Macedonia,2021,0.39
Kidnapping,North Macedonia,2022,0.38
Kidnapping,Malta,2008,0.0
Kidnapping,Malta,2009,0.0
Kidnapping,Malta,2010,0.0
Kidnapping,Malta,2011,0.0
Kidnapping,Malta,2012,0.0
Kidnapping,Malta,2013,0.0
Kidnapping,Malta,2014,0.0
Kidnapping,Malta,2015,0.0
Kidnapping,Malta,2016,0.0
Kidnapping,Malta,2017,0.0
Kidnapping,Malta,2018,0.0
Kidnapping,Malta,2019,0.0
Kidnapping,Malta,2020,0.0
Kidnapping,Malta,2021,0.0
Kidnapping,Malta,2022,0.0
Kidnapping,Netherlands,2008,4.63
Kidnapping,Netherlands,2009,3.79
Kidnapping,Netherlands,2010,3.92
Kidnapping,Netherlands,2011,3.45
Kidnapping,Netherlands,2012,3.59
Kidnapping,Netherlands,2013,3.13
Kidnapping,Netherlands,2014,2.47
Kidnapping,Netherlands,2015,2.57
Kidnapping,Netherlands,2016,2.47
Kidnapping,Netherlands,2017,2.34
Kidnapping,Netherlands,2018,2.47
Kidnapping,Netherlands,2019,2.95
Kidnapping,Netherlands,2020,2.99
Kidnapping,Netherlands,2021,2.6
Kidnapping,Poland,2008,0.1
Kidnapping,Poland,2009,0.15
Kidnapping,Poland,2010,0.07
Kidnapping,Poland,2011,0.03
Kidnapping,Poland,2012,0.83
Kidnapping,Poland,2013,1.17
Kidnapping,Poland,2014,0.77
Kidnapping,Poland,2015,0.65
Kidnapping,Portugal,2008,4.66
Kidnapping,Portugal,2009,5.1
Kidnapping,Portugal,2010,4.74
Kidnapping,Portugal,2011,4.8
Kidnapping,Portugal,2012,3.97
Kidnapping,Portugal,2013,4.12
Kidnapping,Portugal,2014,3.61
Kidnapping,Portugal,2015,3.56
Kidnapping,Portugal,2016,2.86
Kidnapping,Portugal,2017,2.83
Kidnapping,Portugal,2018,2.65
Kidnapping,Portugal,2019,3.29
Kidnapping,Portugal,2020,2.47
Kidnapping,Portugal,2021,2.22
Kidnapping,Portugal,2022,2.41
Kidnapping,Romania,2008,1.28
Kidnapping,Romania,2010,1.5
Kidnapping,Romania,2011,1.43
Kidnapping,Romania,2012,1.95
Kidnapping,Romania,2013,1.55
Kidnapping,Romania,2014,1.45
Kidnapping,Romania,2015,1.48
Kidnapping,Romania,2016,1.75
Kidnapping,Romania,2017,1.58
Kidnapping,Romania,2018,1.56
Kidnapping,Romania,2019,1.82
Kidnapping,Romania,2020,1.48
Kidnapping,Romania,2021,1.79
Kidnapping,Romania,2022,2.13
Kidnapping,Serbia,2008,0.22
Kidnapping,Serbia,2009,0.33
Kidnapping,Serbia,2010,0.27
Kidnapping,Serbia,2011,0.12
Kidnapping,Serbia,2012,0.15
Kidnapping,Serbia,2013,0.13
Kidnapping,Serbia,2014,0.17
Kidnapping,Serbia,2015,0.2
Kidnapping,Serbia,2016,0.11
Kidnapping,Serbia,2017,0.16
Kidnapping,Serbia,2018,0.2
Kidnapping,Serbia,2019,0.11
Kidnapping,Serbia,2020,0.06
Kidnapping,Serbia,2021,0.2
Kidnapping,Serbia,2022,0.16
Kidnapping,Slovenia,2008,0.35
Kidnapping,Slovenia,2009,0.1
Kidnapping,Slovenia,2010,0.2
Kidnapping,Slovenia,2011,0.1
Kidnapping,Slovenia,2012,0.19
Kidnapping,Slovenia,2013,0.19
Kidnapping,Slovenia,2014,0.24
Kidnapping,Slovenia,2015,0.15
Kidnapping,Slovenia,2016,0.15
Kidnapping,Slovenia,2017,0.05
Kidnapping,Slovenia,2018,0.29
Kidnapping,Slovenia,2019,0.53
Kidnapping,Slovenia,2020,0.14
Kidnapping,Slovenia,2021,0.19
Kidnapping,Slovenia,2022,0.05
Kidnapping,Slovakia,2008,0.06
Kidnapping,Slovakia,2009,0.11
Kidnapping,Slovakia,2010,0.07
Kidnapping,Slovakia,2011,0.07
Kidnapping,Slovakia,2012,0.13
Kidnapping,Slovakia,2013,1.44
Kidnapping,Slovakia,2014,1.53
Kidnapping,Slovakia,2015,1.57
Kidnapping,Slovakia,2016,1.88
Kidnapping,Slovakia,2017,1.64
Kidnapping,Slovakia,2018,1.69
Kidnapping,Slovakia,2019,1.74
Kidnapping,Slovakia,2020,0.97
Kidnapping,Slovakia,2021,0.99
Kidnapping,Slovakia,2022,0.88
Kidnapping,Türkiye,2009,17.76
Kidnapping,Türkiye,2010,18.72
Kidnapping,Türkiye,2011,18.43
Kidnapping,Türkiye,2012,17.97
Kidnapping,England and Wales,2008,3.73
Kidnapping,England and Wales,2009,3.38
Kidnapping,England and Wales,2010,3.1
Kidnapping,England and Wales,2011,2.71
Kidnapping,England and Wales,2012,2.46
Kidnapping,England and Wales,2013,3.04
Kidnapping,England and Wales,2014,3.83
Kidnapping,England and Wales,2015,5.24
Kidnapping,England and Wales,2016,6.62
Kidnapping,England and Wales,2017,7.73
Kidnapping,England and Wales,2018,8.86
Kidnapping,Scotland (NUTS 2021),2008,6.15
Kidnapping,Scotland (NUTS 2021),2009,5.16
Kidnapping,Scotland (NUTS 2021),2010,4.96
Kidnapping,Scotland (NUTS 2021),2011,4.15
Kidnapping,Scotland (NUTS 2021),2012,4.28
Kidnapping,Scotland (NUTS 2021),2013,4.76
Kidnapping,Scotland (NUTS 2021),2014,4.38
Kidnapping,Scotland (NUTS 2021),2015,4.26
Kidnapping,Scotland (NUTS 2021),2016,4.28
Kidnapping,Scotland (NUTS 2021),2017,4.3
Kidnapping,Scotland (NUTS 2021),2018,4.93
Kidnapping,Northern Ireland (UK) (NUTS 2021),2008,4.69
Kidnapping,Northern Ireland (UK) (NUTS 2021),2009,4.59
Kidnapping,Northern Ireland (UK) (NUTS 2021),2010,3.11
Kidnapping,Northern Ireland (UK) (NUTS 2021),2011,3.65
Kidnapping,Northern Ireland (UK) (NUTS 2021),2012,2.47
Kidnapping,Northern Ireland (UK) (NUTS 2021),2013,3.23
Kidnapping,Northern Ireland (UK) (NUTS 2021),2014,2.39
Kidnapping,Northern Ireland (UK) (NUTS 2021),2015,3.52
Kidnapping,Northern Ireland (UK) (NUTS 2021),2016,4.36
Kidnapping,Northern Ireland (UK) (NUTS 2021),2017,3.59
Kidnapping,Northern Ireland (UK) (NUTS 2021),2018,4.37
Kidnapping,Kosovo*,2008,2.14
Kidnapping,Kosovo*,2009,2.29
Kidnapping,Kosovo*,2010,1.95
Kidnapping,Kosovo*,2011,1.73
Kidnapping,Kosovo*,2016,1.24
Kidnapping,Kosovo*,2017,0.9
Kidnapping,Kosovo*,2018,0.89
Kidnapping,Kosovo*,2019,1.17
Kidnapping,Kosovo*,2020,0.84
Sexual violence,Albania,2008,1.8
Sexual violence,Albania,2009,1.98
Sexual violence,Albania,2011,1.55
Sexual violence,Albania,2014,3.35
Sexual violence,Albania,2015,5.16
Sexual violence,Albania,2016,4.17
Sexual violence,Albania,2017,3.93
Sexual violence,Albania,2018,3.8
Sexual violence,Albania,2019,5.38
Sexual violence,Albania,2020,5.09
Sexual violence,Albania,2021,4.77
Sexual violence,Albania,2022,6.05
Sexual violence,Austria,2008,50.37
Sexual violence,Austria,2009,46.02
Sexual violence,Austria,2010,41.86
Sexual violence,Austria,2011,47.25
Sexual violence,Austria,2012,48.05
Sexual violence,Austria,2013,44.72
Sexual violence,Austria,2014,41.9
Sexual violence,Austria,2015,40.57
Sexual violence,Austria,2016,50.53
Sexual violence,Austria,2017,48.48
Sexual violence,Austria,2018,50.16
Sexual violence,Austria,2019,50.9
Sexual violence,Austria,2020,46.52
Sexual violence,Austria,2021,48.74
Sexual violence,Austria,2022,55.33
Sexual violence,Belgium,2008,101.05
Sexual violence,Belgium,2009,98.66
Sexual violence,Belgium,2010,100.77
Sexual violence,Belgium,2011,102.72
Sexual violence,Belgium,2012,96.77
Sexual violence,Belgium,2013,102.13
Sexual violence,Belgium,2014,61.69
Sexual violence,Belgium,2015,61.3
Sexual violence,Belgium,2016,69.24
Sexual violence,Belgium,2017,76.06
Sexual violence,Belgium,2018,76.65
Sexual violence,Belgium,2019,84.13
Sexual violence,Belgium,2020,81.56
Sexual violence,Belgium,2021,91.11
Sexual violence,Belgium,2022,92.04
Sexual violence,Bulgaria,2008,9.96
Sexual violence,Bulgaria,2009,9.72
Sexual violence,Bulgaria,2010,9.38
Sexual violence,Bulgaria,2011,8.81
Sexual violence,Bulgaria,2012,9.36
Sexual violence,Bulgaria,2013,8.68
Sexual violence,Bulgaria,2014,8.42
Sexual violence,Bulgaria,2015,8.37
Sexual violence,Bulgaria,2016,7.74
Sexual violence,Bulgaria,2017,9.19
Sexual violence,Bulgaria,2018,8.16
Sexual violence,Bulgaria,2019,8.64
Sexual violence,Bulgaria,2020,8.17
Sexual violence,Bulgaria,2021,7.91
Sexual violence,Bulgaria,2022,8.29
Sexual violence,Switzerland,2009,38.79
Sexual violence,Switzerland,2010,32.0
Sexual violence,Switzerland,2011,35.78
Sexual violence,Switzerland,2012,32.44
Sexual violence,Switzerland,2013,33.54
Sexual violence,Switzerland,2014,33.75
Sexual violence,Switzerland,2015,32.9
Sexual violence,Switzerland,2016,32.93
Sexual violence,Switzerland,2017,44.6
Sexual violence,Switzerland,2018,33.51
Sexual violence,Switzerland,2019,32.0
Sexual violence,Switzerland,2020,33.8
Sexual violence,Switzerland,2021,35.18
Sexual violence,Switzerland,2022,36.01
Sexual violence,Cyprus,2008,12.49
Sexual violence,Cyprus,2009,9.79
Sexual violence,Cyprus,2010,9.64
Sexual violence,Cyprus,2011,5.6
Sexual violence,Cyprus,2012,3.83
Sexual violence,Cyprus,2013,2.77
Sexual violence,Cyprus,2014,2.21
Sexual violence,Cyprus,2015,2.48
Sexual violence,Cyprus,2016,2.83
Sexual violence,Cyprus,2017,2.34
Sexual violence,Cyprus,2018,3.36
Sexual violence,Cyprus,2019,1.94
Sexual violence,Cyprus,2020,3.38
Sexual violence,Cyprus,2021,7.03
Sexual violence,Cyprus,2022,6.3
Sexual violence,Czechia,2008,16.24
Sexual violence,Czechia,2009,16.59
Sexual violence,Czechia,2010,12.78
Sexual violence,Czechia,2011,13.88
Sexual violence,Czechia,2012,13.42
Sexual violence,Czechia,2013,13.47
Sexual violence,Czechia,2014,13.62
Sexual violence,Czechia,2015,13.49
Sexual violence,Czechia,2016,13.2
Sexual violence,Czechia,2017,13.37
Sexual violence,Czechia,2018,13.65
Sexual violence,Czechia,2019,14.65
Sexual violence,Czechia,2020,13.59
Sexual violence,Czechia,2021,14.89
Sexual violence,Czechia,2022,17.32
Sexual violence,Germany,2008,69.07
Sexual violence,Germany,2009,59.86
Sexual violence,Germany,2010,44.7
Sexual violence,Germany,2011,45.32
Sexual violence,Germany,2012,45.16
Sexual violence,Germany,2013,43.88
Sexual violence,Germany,2014,43.28
Sexual violence,Germany,2015,42.2
Sexual violence,Germany,2016,45.23
Sexual violence,Germany,2017,42.19
Sexual violence,Germany,2018,49.02
Sexual violence,Germany,2019,49.05
Sexual violence,Germany,2020,49.39
Sexual violence,Germany,2021,50.26
Sexual violence,Germany,2022,59.7
Sexual violence,Denmark,2008,33.09
Sexual violence,Denmark,2009,30.32
Sexual violence,Denmark,2010,36.32
Sexual violence,Denmark,2011,33.56
Sexual violence,Denmark,2012,34.12
Sexual violence,Denmark,2013,32.9
Sexual violence,Denmark,2014,42.08
Sexual violence,Denmark,2015,46.13
Sexual violence,Denmark,2016,66.46
Sexual violence,Denmark,2017,83.41
Sexual violence,Denmark,2018,95.83
Sexual violence,Denmark,2019,84.31
Sexual violence,Denmark,2020,92.22
Sexual violence,Denmark,2021,108.61
Sexual violence,Denmark,2022,107.19
Sexual violence,Estonia,2008,20.02
Sexual violence,Estonia,2009,19.02
Sexual violence,Estonia,2010,13.35
Sexual violence,Estonia,2011,13.54
Sexual violence,Estonia,2012,18.71
Sexual violence,Estonia,2013,18.18
Sexual violence,Estonia,2014,15.12
Sexual violence,Estonia,2015,21.6
Sexual violence,Estonia,2016,20.59
Sexual violence,Estonia,2017,19.69
Sexual violence,Estonia,2018,22.44
Sexual violence,Estonia,2019,26.8
Sexual violence,Estonia,2020,23.33
Sexual violence,Estonia,2021,29.55
Sexual violence,Estonia,2022,27.26
Sexual violence,Greece,2008,6.1
Sexual violence,Greece,2009,8.33
Sexual violence,Greece,2010,4.59
Sexual violence,Greece,2011,3.91
Sexual violence,Greece,2012,4.38
Sexual violence,Greece,2013,4.25
Sexual violence,Greece,2014,4.26
Sexual violence,Greece,2015,5.1
Sexual violence,Greece,2016,4.57
Sexual violence,Greece,2017,4.21
Sexual violence,Greece,2018,3.94
Sexual violence,Greece,2019,2.83
Sexual violence,Greece,2020,1.79
Sexual violence,Greece,2021,3.0
Sexual violence,Greece,2022,3.93
Sexual violence,Spain,2008,23.84
Sexual violence,Spain,2009,21.03
Sexual violence,Spain,2010,21.41
Sexual violence,Spain,2011,21.2
Sexual violence,Spain,2012,19.24
Sexual violence,Spain,2013,19.1
Sexual violence,Spain,2014,20.36
Sexual violence,Spain,2015,16.14
Sexual violence,Spain,2016,18.79
Sexual violence,Spain,2017,20.34
Sexual violence,Spain,2018,24.89
Sexual violence,Spain,2019,27.76
Sexual violence,Spain,2020,23.48
Sexual violence,Spain,2021,31.47
Sexual violence,Spain,2022,35.4
Sexual violence,Finland,2008,51.15
Sexual violence,Finland,2009,39.41
Sexual violence,Finland,2010,44.55
Sexual violence,Finland,2011,58.77
Sexual violence,Finland,2012,59.87
Sexual violence,Finland,2013,55.06
Sexual violence,Finland,2014,51.82
Sexual violence,Finland,2015,50.66
Sexual violence,Finland,2016,58.1
Sexual violence,Finland,2017,55.49
Sexual violence,Finland,2018,64.16
Sexual violence,Finland,2019,72.65
Sexual violence,Finland,2020,73.52
Sexual violence,Finland,2021,90.64
Sexual violence,Finland,2022,92.07
Sexual violence,France,2008,37.54
Sexual violence,France,2009,36.14
Sexual violence,France,2010,35.51
Sexual violence,France,2011,36.74
Sexual violence,France,2012,41.03
Sexual violence,France,2013,42.34
Sexual violence,France,2014,46.95
Sexual violence,France,2015,50.06
Sexual violence,France,2016,53.22
Sexual violence,France,2017,59.41
Sexual violence,France,2018,71.63
Sexual violence,France,2019,82.2
Sexual violence,France,2020,85.9
Sexual violence,France,2021,113.21
Sexual violence,France,2022,126.08
Sexual violence,Croatia,2008,17.74
Sexual violence,Croatia,2009,15.41
Sexual violence,Croatia,2010,9.23
Sexual violence,Croatia,2011,8.81
Sexual violence,Croatia,2012,8.02
Sexual violence,Croatia,2013,13.51
Sexual violence,Croatia,2014,14.22
Sexual violence,Croatia,2015,14.32
Sexual violence,Croatia,2016,17.11
Sexual violence,Croatia,2017,11.92
Sexual violence,Croatia,2018,14.35
Sexual violence,Croatia,2019,21.05
Sexual violence,Croatia,2020,14.69
Sexual violence,Croatia,2021,22.07
Sexual violence,Croatia,2022,18.59
Sexual violence,Hungary,2008,4.62
Sexual violence,Hungary,2009,6.54
Sexual violence,Hungary,2010,6.76
Sexual violence,Hungary,2011,6.3
Sexual violence,Hungary,2012,6.99
Sexual violence,Hungary,2013,60.29
Sexual violence,Hungary,2014,7.83
Sexual violence,Hungary,2015,17.11
Sexual violence,Hungary,2016,6.1
Sexual violence,Hungary,2017,6.0
Sexual violence,Hungary,2018,5.53
Sexual violence,Hungary,2019,3.94
Sexual violence,Hungary,2020,5.16
Sexual violence,Hungary,2021,4.86
Sexual violence,Hungary,2022,6.06
Sexual violence,Ireland,2008,26.91
Sexual violence,Ireland,2009,31.98
Sexual violence,Ireland,2010,46.88
Sexual violence,Ireland,2011,39.53
Sexual violence,Ireland,2012,40.04
Sexual violence,Ireland,2013,38.73
Sexual violence,Ireland,2014,40.19
Sexual violence,Ireland,2015,49.3
Sexual violence,Ireland,2016,53.85
Sexual violence,Ireland,2017,52.9
Sexual violence,Ireland,2018,58.09
Sexual violence,Ireland,2019,58.28
Sexual violence,Ireland,2020,52.45
Sexual violence,Ireland,2021,59.38
Sexual violence,Ireland,2022,62.75
Sexual violence,Iceland,2013,227.12
Sexual violence,Iceland,2014,128.66
Sexual violence,Iceland,2015,134.31
Sexual violence,Iceland,2016,149.76
Sexual violence,Iceland,2017,140.68
Sexual violence,Iceland,2018,158.13
Sexual violence,Iceland,2019,184.32
Sexual violence,Iceland,2020,142.8
Sexual violence,Iceland,2021,175.17
Sexual violence,Iceland,2022,165.32
Sexual violence,Italy,2013,7.52
Sexual violence,Italy,2014,7.82
Sexual violence,Italy,2015,7.42
Sexual violence,Italy,2016,7.44
Sexual violence,Italy,2017,8.44
Sexual violence,Italy,2018,8.9
Sexual violence,Italy,2019,9.03
Sexual violence,Italy,2020,8.25
Sexual violence,Italy,2021,9.73
Sexual violence,Italy,2022,11.54
Sexual violence,Liechtenstein,2013,16.29
Sexual violence,Liechtenstein,2014,21.55
Sexual violence,Liechtenstein,2015,24.09
Sexual violence,Liechtenstein,2016,23.92
Sexual violence,Liechtenstein,2017,21.16
Sexual violence,Liechtenstein,2018,23.61
Sexual violence,Liechtenstein,2019,15.63
Sexual violence,Liechtenstein,2020,28.39
Sexual violence,Liechtenstein,2021,15.36
Sexual violence,Liechtenstein,2022,35.62
Sexual violence,Lithuania,2008,11.45
Sexual violence,Lithuania,2009,11.37
Sexual violence,Lithuania,2010,16.36
Sexual violence,Lithuania,2011,17.33
Sexual violence,Lithuania,2012,14.68
Sexual violence,Lithuania,2013,8.58
Sexual violence,Lithuania,2014,10.77
Sexual violence,Lithuania,2015,9.0
Sexual violence,Lithuania,2016,7.2
Sexual violence,Lithuania,2017,7.94
Sexual violence,Lithuania,2018,7.8
Sexual violence,Lithuania,2019,6.8
Sexual violence,Lithuania,2020,4.51
Sexual violence,Lithuania,2021,5.26
Sexual violence,Lithuania,2022,5.02
Sexual violence,Luxembourg,2009,72.95
Sexual violence,Luxembourg,2010,64.93
Sexual violence,Luxembourg,2011,69.16
Sexual violence,Luxembourg,2012,75.83
Sexual violence,Luxembourg,2013,66.48
Sexual violence,Luxembourg,2014,65.31
Sexual violence,Luxembourg,2015,58.26
