iccs,unit,geo,TIME_PERIOD,OBS_VALUE
Kidnapping,Per hundred thousand inhabitants,Czechia,2010,0.15
Kidnapping,Per hundred thousand inhabitants,Czechia,2011,0.1
Kidnapping,Per hundred thousand inhabitants,Czechia,2012,0.16
Kidnapping,Per hundred thousand inhabitants,Czechia,2013,0.19
Kidnapping,Per hundred thousand inhabitants,Czechia,2014,0.14
Kidnapping,Per hundred thousand inhabitants,Czechia,2015,0.11
Kidnapping,Per hundred thousand inhabitants,Czechia,2016,0.17
Kidnapping,Per hundred thousand inhabitants,Czechia,2017,0.16
Kidnapping,Per hundred thousand inhabitants,Czechia,2018,0.12
Kidnapping,Per hundred thousand inhabitants,Czechia,2019,0.11
Kidnapping,Per hundred thousand inhabitants,Czechia,2020,0.1
Kidnapping,Per hundred thousand inhabitants,Czechia,2021,0.02
Kidnapping,Per hundred thousand inhabitants,Czechia,2022,0.02
Kidnapping,Per hundred thousand inhabitants,Germany,2008,2.26
Kidnapping,Per hundred thousand inhabitants,Germany,2009,6.25
Kidnapping,Per hundred thousand inhabitants,Germany,2010,5.99
Kidnapping,Per hundred thousand inhabitants,Germany,2011,6.14
Kidnapping,Per hundred thousand inhabitants,Germany,2012,6.45
Kidnapping,Per hundred thousand inhabitants,Germany,2013,6.12
Kidnapping,Per hundred thousand inhabitants,Germany,2014,6.18
Kidnapping,Per hundred thousand inhabitants,Germany,2015,5.87
Kidnapping,Per hundred thousand inhabitants,Germany,2016,5.79
Kidnapping,Per hundred thousand inhabitants,Germany,2017,5.6
Kidnapping,Per hundred thousand inhabitants,Germany,2018,5.51
Kidnapping,Per hundred thousand inhabitants,Germany,2019,5.44
Kidnapping,Per hundred thousand inhabitants,Germany,2020,5.49
Kidnapping,Per hundred thousand inhabitants,Germany,2021,6.09
Kidnapping,Per hundred thousand inhabitants,Germany,2022,5.88
Kidnapping,Per hundred thousand inhabitants,Estonia,2008,0.15
Kidnapping,Per hundred thousand inhabitants,Estonia,2009,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2010,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2011,0.23
Kidnapping,Per hundred thousand inhabitants,Estonia,2012,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2013,0.08
Kidnapping,Per hundred thousand inhabitants,Estonia,2014,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2015,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2016,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2017,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2018,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2019,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2020,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2021,0.0
Kidnapping,Per hundred thousand inhabitants,Estonia,2022,0.0
Kidnapping,Per hundred thousand inhabitants,Greece,2008,0.27
Kidnapping,Per hundred thousand inhabitants,Greece,2009,0.14
Kidnapping,Per hundred thousand inhabitants,Greece,2010,1.56
Kidnapping,Per hundred thousand inhabitants,Greece,2011,1.42
Kidnapping,Per hundred thousand inhabitants,Greece,2012,1.25
Kidnapping,Per hundred thousand inhabitants,Greece,2013,0.86
Kidnapping,Per hundred thousand inhabitants,Greece,2014,0.53
Kidnapping,Per hundred thousand inhabitants,Greece,2015,0.82
Kidnapping,Per hundred thousand inhabitants,Greece,2016,0.57
Kidnapping,Per hundred thousand inhabitants,Greece,2017,0.72
Kidnapping,Per hundred thousand inhabitants,Greece,2018,0.69
Kidnapping,Per hundred thousand inhabitants,Greece,2019,0.67
Kidnapping,Per hundred thousand inhabitants,Greece,2020,0.68
Kidnapping,Per hundred thousand inhabitants,Greece,2021,0.58
Kidnapping,Per hundred thousand inhabitants,Greece,2022,0.94
Kidnapping,Per hundred thousand inhabitants,Spain,2008,0.52
Kidnapping,Per hundred thousand inhabitants,Spain,2009,0.37
Kidnapping,Per hundred thousand inhabitants,Spain,2010,0.27
Kidnapping,Per hundred thousand inhabitants,Spain,2011,0.24
Kidnapping,Per hundred thousand inhabitants,Spain,2012,0.25
Kidnapping,Per hundred thousand inhabitants,Spain,2013,0.26
Kidnapping,Per hundred thousand inhabitants,Spain,2014,0.21
Kidnapping,Per hundred thousand inhabitants,Spain,2015,0.2
Kidnapping,Per hundred thousand inhabitants,Spain,2016,0.2
Kidnapping,Per hundred thousand inhabitants,Spain,2017,0.15
Kidnapping,Per hundred thousand inhabitants,Spain,2018,0.17
Kidnapping,Per hundred thousand inhabitants,Spain,2019,0.19
Kidnapping,Per hundred thousand inhabitants,Spain,2020,0.16
Kidnapping,Per hundred thousand inhabitants,Spain,2021,0.2
Kidnapping,Per hundred thousand inhabitants,Spain,2022,0.18
Kidnapping,Per hundred thousand inhabitants,Finland,2008,0.0
Kidnapping,Per hundred thousand inhabitants,Finland,2009,0.06
Kidnapping,Per hundred thousand inhabitants,Finland,2010,0.02
Kidnapping,Per hundred thousand inhabitants,Finland,2011,0.06
Kidnapping,Per hundred thousand inhabitants,Finland,2012,0.02
Kidnapping,Per hundred thousand inhabitants,Finland,2013,0.02
Kidnapping,Per hundred thousand inhabitants,Finland,2014,0.02
Kidnapping,Per hundred thousand inhabitants,Finland,2015,0.02
Kidnapping,Per hundred thousand inhabitants,Finland,2016,0.05
Kidnapping,Per hundred thousand inhabitants,Finland,2017,0.04
Kidnapping,Per hundred thousand inhabitants,Finland,2018,0.07
Kidnapping,Per hundred thousand inhabitants,Finland,2019,0.02
Kidnapping,Per hundred thousand inhabitants,Finland,2020,0.05
Kidnapping,Per hundred thousand inhabitants,Finland,2021,0.04
Kidnapping,Per hundred thousand inhabitants,Finland,2022,0.04
Kidnapping,Per hundred thousand inhabitants,France,2008,3.24
Kidnapping,Per hundred thousand inhabitants,France,2009,3.24
Kidnapping,Per hundred thousand inhabitants,France,2010,3.24
Kidnapping,Per hundred thousand inhabitants,France,2011,3.44
Kidnapping,Per hundred thousand inhabitants,France,2012,3.24
Kidnapping,Per hundred thousand inhabitants,France,2013,3.45
Kidnapping,Per hundred thousand inhabitants,France,2014,4.48
Kidnapping,Per hundred thousand inhabitants,France,2015,5.74
Kidnapping,Per hundred thousand inhabitants,France,2016,5.72
Kidnapping,Per hundred thousand inhabitants,Croatia,2008,0.37
Kidnapping,Per hundred thousand inhabitants,Croatia,2009,0.28
Kidnapping,Per hundred thousand inhabitants,Croatia,2010,0.3
Kidnapping,Per hundred thousand inhabitants,Croatia,2011,0.14
Kidnapping,Per hundred thousand inhabitants,Croatia,2012,0.14
Kidnapping,Per hundred thousand inhabitants,Croatia,2013,0.02
Kidnapping,Per hundred thousand inhabitants,Croatia,2014,0.02
Kidnapping,Per hundred thousand inhabitants,Croatia,2015,0.0
Kidnapping,Per hundred thousand inhabitants,Croatia,2016,0.02
Kidnapping,Per hundred thousand inhabitants,Croatia,2017,0.0
Kidnapping,Per hundred thousand inhabitants,Croatia,2018,0.0
Kidnapping,Per hundred thousand inhabitants,Croatia,2019,0.02
Kidnapping,Per hundred thousand inhabitants,Croatia,2020,0.02
Kidnapping,Per hundred thousand inhabitants,Croatia,2021,0.07
Kidnapping,Per hundred thousand inhabitants,Croatia,2022,0.0
Kidnapping,Per hundred thousand inhabitants,Hungary,2008,0.11
Kidnapping,Per hundred thousand inhabitants,Hungary,2009,0.14
Kidnapping,Per hundred thousand inhabitants,Hungary,2010,0.18
Kidnapping,Per hundred thousand inhabitants,Hungary,2011,0.12
Kidnapping,Per hundred thousand inhabitants,Hungary,2012,0.09
Kidnapping,Per hundred thousand inhabitants,Hungary,2013,0.07
Kidnapping,Per hundred thousand inhabitants,Hungary,2014,0.03
Kidnapping,Per hundred thousand inhabitants,Hungary,2015,0.11
Kidnapping,Per hundred thousand inhabitants,Hungary,2016,0.05
Kidnapping,Per hundred thousand inhabitants,Hungary,2017,0.03
Kidnapping,Per hundred thousand inhabitants,Hungary,2018,0.03
Kidnapping,Per hundred thousand inhabitants,Hungary,2019,0.05
Kidnapping,Per hundred thousand inhabitants,Hungary,2020,0.11
Kidnapping,Per hundred thousand inhabitants,Hungary,2021,0.04
Kidnapping,Per hundred thousand inhabitants,Hungary,2022,0.07
Kidnapping,Per hundred thousand inhabitants,Ireland,2008,1.3
Kidnapping,Per hundred thousand inhabitants,Ireland,2009,1.85
Kidnapping,Per hundred thousand inhabitants,Ireland,2010,1.8
Kidnapping,Per hundred thousand inhabitants,Ireland,2011,1.68
Kidnapping,Per hundred thousand inhabitants,Ireland,2012,1.41
Kidnapping,Per hundred thousand inhabitants,Ireland,2013,1.74
Kidnapping,Per hundred thousand inhabitants,Ireland,2014,1.3
Kidnapping,Per hundred thousand inhabitants,Ireland,2015,1.97
Kidnapping,Per hundred thousand inhabitants,Ireland,2016,1.57
Kidnapping,Per hundred thousand inhabitants,Ireland,2017,1.65
Kidnapping,Per hundred thousand inhabitants,Ireland,2018,1.76
Kidnapping,Per hundred thousand inhabitants,Ireland,2019,1.77
Kidnapping,Per hundred thousand inhabitants,Ireland,2020,2.14
Kidnapping,Per hundred thousand inhabitants,Ireland,2021,2.0
Kidnapping,Per hundred thousand inhabitants,Ireland,2022,1.8
Kidnapping,Per hundred thousand inhabitants,Italy,2008,0.55
Kidnapping,Per hundred thousand inhabitants,Italy,2009,0.59
Kidnapping,Per hundred thousand inhabitants,Italy,2010,0.59
Kidnapping,Per hundred thousand inhabitants,Italy,2011,0.6
Kidnapping,Per hundred thousand inhabitants,Italy,2012,0.57
Kidnapping,Per hundred thousand inhabitants,Italy,2013,0.54
Kidnapping,Per hundred thousand inhabitants,Italy,2014,0.49
Kidnapping,Per hundred thousand inhabitants,Italy,2015,0.47
Kidnapping,Per hundred thousand inhabitants,Italy,2016,0.32
Kidnapping,Per hundred thousand inhabitants,Italy,2017,0.33
Kidnapping,Per hundred thousand inhabitants,Italy,2018,0.31
Kidnapping,Per hundred thousand inhabitants,Italy,2019,0.21
Kidnapping,Per hundred thousand inhabitants,Italy,2020,0.2
Kidnapping,Per hundred thousand inhabitants,Italy,2021,0.2
Kidnapping,Per hundred thousand inhabitants,Italy,2022,0.24
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2008,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2009,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2010,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2011,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2012,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2013,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2014,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2015,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2016,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2019,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2020,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2021,0.0
Kidnapping,Per hundred thousand inhabitants,Liechtenstein,2022,0.0
Kidnapping,Per hundred thousand inhabitants,Lithuania,2008,1.9
Kidnapping,Per hundred thousand inhabitants,Lithuania,2009,1.85
Kidnapping,Per hundred thousand inhabitants,Lithuania,2010,2.2
Kidnapping,Per hundred thousand inhabitants,Lithuania,2011,1.57
Kidnapping,Per hundred thousand inhabitants,Lithuania,2012,2.16
Kidnapping,Per hundred thousand inhabitants,Lithuania,2013,1.55
Kidnapping,Per hundred thousand inhabitants,Lithuania,2014,0.0
Kidnapping,Per hundred thousand inhabitants,Lithuania,2015,0.0
Kidnapping,Per hundred thousand inhabitants,Lithuania,2016,0.0
Kidnapping,Per hundred thousand inhabitants,Lithuania,2017,0.0
Kidnapping,Per hundred thousand inhabitants,Lithuania,2018,0.0
Kidnapping,Per hundred thousand inhabitants,Lithuania,2019,0.0
Kidnapping,Per hundred thousand inhabitants,Lithuania,2020,0.04
Kidnapping,Per hundred thousand inhabitants,Lithuania,2021,0.04
Kidnapping,Per hundred thousand inhabitants,Lithuania,2022,0.0
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2008,6.82
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2009,8.11
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2010,5.38
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2011,9.18
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2012,10.86
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2013,8.94
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2014,9.46
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2015,9.41
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2016,8.68
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2017,7.79
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2018,5.98
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2019,7.17
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2020,6.71
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2021,5.83
Kidnapping,Per hundred thousand inhabitants,Luxembourg,2022,8.06
Kidnapping,Per hundred thousand inhabitants,Latvia,2008,0.14
Kidnapping,Per hundred thousand inhabitants,Latvia,2009,0.42
Kidnapping,Per hundred thousand inhabitants,Latvia,2010,0.38
Kidnapping,Per hundred thousand inhabitants,Latvia,2011,0.34
Kidnapping,Per hundred thousand inhabitants,Latvia,2012,0.05
Kidnapping,Per hundred thousand inhabitants,Latvia,2013,0.89
Kidnapping,Per hundred thousand inhabitants,Latvia,2014,0.85
Kidnapping,Per hundred thousand inhabitants,Latvia,2015,0.86
Kidnapping,Per hundred thousand inhabitants,Latvia,2016,0.41
Kidnapping,Per hundred thousand inhabitants,Latvia,2017,0.21
Kidnapping,Per hundred thousand inhabitants,Latvia,2018,0.52
Kidnapping,Per hundred thousand inhabitants,Latvia,2019,0.68
Kidnapping,Per hundred thousand inhabitants,Latvia,2020,0.63
Kidnapping,Per hundred thousand inhabitants,Latvia,2021,0.32
Kidnapping,Per hundred thousand inhabitants,Latvia,2022,0.53
Kidnapping,Per hundred thousand inhabitants,Montenegro,2008,0.49
Kidnapping,Per hundred thousand inhabitants,Montenegro,2009,0.49
Kidnapping,Per hundred thousand inhabitants,Montenegro,2010,0.32
Kidnapping,Per hundred thousand inhabitants,Montenegro,2011,0.48
Kidnapping,Per hundred thousand inhabitants,Montenegro,2012,0.0
Kidnapping,Per hundred thousand inhabitants,Montenegro,2013,0.16
Kidnapping,Per hundred thousand inhabitants,Montenegro,2014,0.0
Kidnapping,Per hundred thousand inhabitants,Montenegro,2015,0.0
Kidnapping,Per hundred thousand inhabitants,Montenegro,2016,0.32
Kidnapping,Per hundred thousand inhabitants,Montenegro,2017,0.0
Kidnapping,Per hundred thousand inhabitants,Montenegro,2018,0.0
Kidnapping,Per hundred thousand inhabitants,Montenegro,2019,0.32
Kidnapping,Per hundred thousand inhabitants,Montenegro,2021,0.32
Kidnapping,Per hundred thousand inhabitants,Montenegro,2022,0.16
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2008,0.68
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2009,0.78
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2010,0.83
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2011,0.68
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2012,0.92
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2013,0.87
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2014,0.39
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2015,0.53
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2016,0.48
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2017,0.34
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2019,0.72
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2020,0.1
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2021,0.39
Kidnapping,Per hundred thousand inhabitants,North Macedonia,2022,0.38
Kidnapping,Per hundred thousand inhabitants,Malta,2008,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2009,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2010,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2011,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2012,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2013,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2014,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2015,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2016,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2017,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2018,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2019,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2020,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2021,0.0
Kidnapping,Per hundred thousand inhabitants,Malta,2022,0.0
Kidnapping,Per hundred thousand inhabitants,Netherlands,2008,4.63
Kidnapping,Per hundred thousand inhabitants,Netherlands,2009,3.79
Kidnapping,Per hundred thousand inhabitants,Netherlands,2010,3.92
Kidnapping,Per hundred thousand inhabitants,Netherlands,2011,3.45
Kidnapping,Per hundred thousand inhabitants,Netherlands,2012,3.59
Kidnapping,Per hundred thousand inhabitants,Netherlands,2013,3.13
Kidnapping,Per hundred thousand inhabitants,Netherlands,2014,2.47
Kidnapping,Per hundred thousand inhabitants,Netherlands,2015,2.57
Kidnapping,Per hundred thousand inhabitants,Netherlands,2016,2.47
Kidnapping,Per hundred thousand inhabitants,Netherlands,2017,2.34
Kidnapping,Per hundred thousand inhabitants,Netherlands,2018,2.47
Kidnapping,Per hundred thousand inhabitants,Netherlands,2019,2.95
Kidnapping,Per hundred thousand inhabitants,Netherlands,2020,2.99
Kidnapping,Per hundred thousand inhabitants,Netherlands,2021,2.6
Kidnapping,Per hundred thousand inhabitants,Poland,2008,0.1
Kidnapping,Per hundred thousand inhabitants,Poland,2009,0.15
Kidnapping,Per hundred thousand inhabitants,Poland,2010,0.07
Kidnapping,Per hundred thousand inhabitants,Poland,2011,0.03
Kidnapping,Per hundred thousand inhabitants,Poland,2012,0.83
Kidnapping,Per hundred thousand inhabitants,Poland,2013,1.17
Kidnapping,Per hundred thousand inhabitants,Poland,2014,0.77
Kidnapping,Per hundred thousand inhabitants,Poland,2015,0.65
Kidnapping,Per hundred thousand inhabitants,Portugal,2008,4.66
Kidnapping,Per hundred thousand inhabitants,Portugal,2009,5.1
Kidnapping,Per hundred thousand inhabitants,Portugal,2010,4.74
Kidnapping,Per hundred thousand inhabitants,Portugal,2011,4.8
Kidnapping,Per hundred thousand inhabitants,Portugal,2012,3.97
Kidnapping,Per hundred thousand inhabitants,Portugal,2013,4.12
Kidnapping,Per hundred thousand inhabitants,Portugal,2014,3.61
Kidnapping,Per hundred thousand inhabitants,Portugal,2015,3.56
Kidnapping,Per hundred thousand inhabitants,Portugal,2016,2.86
Kidnapping,Per hundred thousand inhabitants,Portugal,2017,2.83
Kidnapping,Per hundred thousand inhabitants,Portugal,2018,2.65
Kidnapping,Per hundred thousand inhabitants,Portugal,2019,3.29
Kidnapping,Per hundred thousand inhabitants,Portugal,2020,2.47
Kidnapping,Per hundred thousand inhabitants,Portugal,2021,2.22
Kidnapping,Per hundred thousand inhabitants,Portugal,2022,2.41
Kidnapping,Per hundred thousand inhabitants,Romania,2008,1.28
Kidnapping,Per hundred thousand inhabitants,Romania,2010,1.5
Kidnapping,Per hundred thousand inhabitants,Romania,2011,1.43
Kidnapping,Per hundred thousand inhabitants,Romania,2012,1.95
Kidnapping,Per hundred thousand inhabitants,Romania,2013,1.55
Kidnapping,Per hundred thousand inhabitants,Romania,2014,1.45
Kidnapping,Per hundred thousand inhabitants,Romania,2015,1.48
Kidnapping,Per hundred thousand inhabitants,Romania,2016,1.75
Kidnapping,Per hundred thousand inhabitants,Romania,2017,1.58
Kidnapping,Per hundred thousand inhabitants,Romania,2018,1.56
Kidnapping,Per hundred thousand inhabitants,Romania,2019,1.82
Kidnapping,Per hundred thousand inhabitants,Romania,2020,1.48
Kidnapping,Per hundred thousand inhabitants,Romania,2021,1.79
Kidnapping,Per hundred thousand inhabitants,Romania,2022,2.13
Kidnapping,Per hundred thousand inhabitants,Serbia,2008,0.22
Kidnapping,Per hundred thousand inhabitants,Serbia,2009,0.33
Kidnapping,Per hundred thousand inhabitants,Serbia,2010,0.27
Kidnapping,Per hundred thousand inhabitants,Serbia,2011,0.12
Kidnapping,Per hundred thousand inhabitants,Serbia,2012,0.15
Kidnapping,Per hundred thousand inhabitants,Serbia,2013,0.13
Kidnapping,Per hundred thousand inhabitants,Serbia,2014,0.17
Kidnapping,Per hundred thousand inhabitants,Serbia,2015,0.2
Kidnapping,Per hundred thousand inhabitants,Serbia,2016,0.11
Kidnapping,Per hundred thousand inhabitants,Serbia,2017,0.16
Kidnapping,Per hundred thousand inhabitants,Serbia,2018,0.2
Kidnapping,Per hundred thousand inhabitants,Serbia,2019,0.11
Kidnapping,Per hundred thousand inhabitants,Serbia,2020,0.06
Kidnapping,Per hundred thousand inhabitants,Serbia,2021,0.2
Kidnapping,Per hundred thousand inhabitants,Serbia,2022,0.16
Kidnapping,Per hundred thousand inhabitants,Slovenia,2008,0.35
Kidnapping,Per hundred thousand inhabitants,Slovenia,2009,0.1
Kidnapping,Per hundred thousand inhabitants,Slovenia,2010,0.2
Kidnapping,Per hundred thousand inhabitants,Slovenia,2011,0.1
Kidnapping,Per hundred thousand inhabitants,Slovenia,2012,0.19
Kidnapping,Per hundred thousand inhabitants,Slovenia,2013,0.19
Kidnapping,Per hundred thousand inhabitants,Slovenia,2014,0.24
Kidnapping,Per hundred thousand inhabitants,Slovenia,2015,0.15
Kidnapping,Per hundred thousand inhabitants,Slovenia,2016,0.15
Kidnapping,Per hundred thousand inhabitants,Slovenia,2017,0.05
Kidnapping,Per hundred thousand inhabitants,Slovenia,2018,0.29
Kidnapping,Per hundred thousand inhabitants,Slovenia,2019,0.53
Kidnapping,Per hundred thousand inhabitants,Slovenia,2020,0.14
Kidnapping,Per hundred thousand inhabitants,Slovenia,2021,0.19
Kidnapping,Per hundred thousand inhabitants,Slovenia,2022,0.05
Kidnapping,Per hundred thousand inhabitants,Slovakia,2008,0.06
Kidnapping,Per hundred thousand inhabitants,Slovakia,2009,0.11
