unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE
Thousand persons,Females,From 15 to 64 years,Stateless,North Macedonia,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,North Macedonia,2020,
Thousand persons,Females,From 15 to 64 years,Stateless,Malta,2014,4.9
Thousand persons,Females,From 15 to 64 years,Stateless,Malta,2015,4.0
Thousand persons,Females,From 15 to 64 years,Stateless,Malta,2016,5.2
Thousand persons,Females,From 15 to 64 years,Stateless,Malta,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,Malta,2018,0.7
Thousand persons,Females,From 15 to 64 years,Stateless,Malta,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Malta,2020,
Thousand persons,Females,From 15 to 64 years,Stateless,Netherlands,2021,
Thousand persons,Females,From 15 to 64 years,Stateless,Netherlands,2022,
Thousand persons,Females,From 15 to 64 years,Stateless,Netherlands,2023,
Thousand persons,Females,From 15 to 64 years,Stateless,Poland,2014,
Thousand persons,Females,From 15 to 64 years,Stateless,Poland,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,Poland,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Poland,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Poland,2020,
Thousand persons,Females,From 15 to 64 years,Stateless,Portugal,2014,
Thousand persons,Females,From 15 to 64 years,Stateless,Portugal,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,Portugal,2016,
Thousand persons,Females,From 15 to 64 years,Stateless,Portugal,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,Sweden,2021,
Thousand persons,Females,From 15 to 64 years,Stateless,Sweden,2022,
Thousand persons,Females,From 15 to 64 years,Stateless,Sweden,2023,
Thousand persons,Females,From 15 to 64 years,Stateless,United Kingdom,2014,5.8
Thousand persons,Females,From 15 to 64 years,Stateless,United Kingdom,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,United Kingdom,2016,
Thousand persons,Females,From 15 to 64 years,Stateless,United Kingdom,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,United Kingdom,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,United Kingdom,2019,
Thousand persons,Females,From 15 to 64 years,Total,Austria,2014,1908.1
Thousand persons,Females,From 15 to 64 years,Total,Austria,2015,1923.0
Thousand persons,Females,From 15 to 64 years,Total,Austria,2016,1955.6
Thousand persons,Females,From 15 to 64 years,Total,Austria,2017,1976.7
Thousand persons,Females,From 15 to 64 years,Total,Austria,2018,1993.2
Thousand persons,Females,From 15 to 64 years,Total,Austria,2019,2013.6
Thousand persons,Females,From 15 to 64 years,Total,Austria,2020,1993.4
Thousand persons,Females,From 15 to 64 years,Total,Austria,2021,1988.4
Thousand persons,Females,From 15 to 64 years,Total,Austria,2022,2058.1
Thousand persons,Females,From 15 to 64 years,Total,Austria,2023,2079.2
Thousand persons,Females,From 15 to 64 years,Total,Bosnia and Herzegovina,2021,418.4
Thousand persons,Females,From 15 to 64 years,Total,Bosnia and Herzegovina,2022,423.1
Thousand persons,Females,From 15 to 64 years,Total,Bosnia and Herzegovina,2023,441.8
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2014,2094.9
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2015,2102.4
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2016,2107.5
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2017,2126.1
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2018,2204.2
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2019,2244.8
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2020,2225.2
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2021,2259.0
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2022,2330.5
Thousand persons,Females,From 15 to 64 years,Total,Belgium,2023,2346.6
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2014,1384.1
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2015,1401.8
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2016,1385.0
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2017,1434.8
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2018,1432.2
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2019,1380.4
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2020,1324.1
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2021,1304.1
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2022,1337.5
Thousand persons,Females,From 15 to 64 years,Total,Bulgaria,2023,1331.9
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2014,2006.8
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2015,2041.6
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2016,2074.6
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2017,2078.7
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2018,2099.4
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2019,2125.8
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2020,2123.3
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2021,2130.3
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2022,2151.2
Thousand persons,Females,From 15 to 64 years,Total,Switzerland,2023,2186.0
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2014,175.5
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2015,172.1
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2016,171.7
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2017,179.3
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2018,188.3
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2019,196.2
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2020,196.7
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2021,205.5
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2022,217.6
Thousand persons,Females,From 15 to 64 years,Total,Cyprus,2023,227.5
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2014,2119.9
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2015,2159.1
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2016,2210.3
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2017,2251.0
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2018,2285.2
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2019,2288.1
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2020,2244.9
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2021,2236.5
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2022,2223.5
Thousand persons,Females,From 15 to 64 years,Total,Czechia,2023,2145.0
Thousand persons,Females,From 15 to 64 years,Total,Germany,2014,18210.0
Thousand persons,Females,From 15 to 64 years,Total,Germany,2015,18367.7
Thousand persons,Females,From 15 to 64 years,Total,Germany,2016,18789.7
Thousand persons,Females,From 15 to 64 years,Total,Germany,2017,18929.4
Thousand persons,Females,From 15 to 64 years,Total,Germany,2018,19027.9
Thousand persons,Females,From 15 to 64 years,Total,Germany,2019,19258.7
Thousand persons,Females,From 15 to 64 years,Total,Germany,2020,18881.3
Thousand persons,Females,From 15 to 64 years,Total,Germany,2021,18797.1
Thousand persons,Females,From 15 to 64 years,Total,Germany,2022,19245.3
Thousand persons,Females,From 15 to 64 years,Total,Germany,2023,19472.7
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2014,1224.3
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2015,1240.5
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2016,1267.8
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2017,1284.4
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2018,1303.1
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2019,1320.4
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2020,1309.2
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2021,1330.1
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2022,1377.8
Thousand persons,Females,From 15 to 64 years,Total,Denmark,2023,1383.8
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2014,65110.2
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2015,65788.5
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2016,66863.8
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2017,67718.5
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2018,68530.5
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2019,69451.3
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2020,68253.9
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2021,69301.7
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2022,71241.9
Thousand persons,Females,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2023,72461.9
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2014,290.8
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2015,294.1
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2016,293.6
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2017,301.0
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2018,300.9
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2019,301.2
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2020,294.8
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2021,300.5
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2022,311.9
Thousand persons,Females,From 15 to 64 years,Total,Estonia,2023,323.1
Thousand persons,Females,From 15 to 64 years,Total,Greece,2014,1462.9
Thousand persons,Females,From 15 to 64 years,Total,Greece,2015,1500.1
Thousand persons,Females,From 15 to 64 years,Total,Greece,2016,1518.5
Thousand persons,Females,From 15 to 64 years,Total,Greece,2017,1544.8
Thousand persons,Females,From 15 to 64 years,Total,Greece,2018,1562.0
Thousand persons,Females,From 15 to 64 years,Total,Greece,2019,1615.9
Thousand persons,Females,From 15 to 64 years,Total,Greece,2020,1610.7
Thousand persons,Females,From 15 to 64 years,Total,Greece,2021,1622.2
Thousand persons,Females,From 15 to 64 years,Total,Greece,2022,1709.2
Thousand persons,Females,From 15 to 64 years,Total,Greece,2023,1751.4
Thousand persons,Females,From 15 to 64 years,Total,Spain,2014,7846.8
Thousand persons,Females,From 15 to 64 years,Total,Spain,2015,8041.5
Thousand persons,Females,From 15 to 64 years,Total,Spain,2016,8272.5
Thousand persons,Females,From 15 to 64 years,Total,Spain,2017,8486.6
Thousand persons,Females,From 15 to 64 years,Total,Spain,2018,8716.7
Thousand persons,Females,From 15 to 64 years,Total,Spain,2019,8945.1
Thousand persons,Females,From 15 to 64 years,Total,Spain,2020,8669.1
Thousand persons,Females,From 15 to 64 years,Total,Spain,2021,8977.9
Thousand persons,Females,From 15 to 64 years,Total,Spain,2022,9294.7
Thousand persons,Females,From 15 to 64 years,Total,Spain,2023,9657.6
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2014,84473.9
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2015,85393.3
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2016,86640.4
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2017,87847.9
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2018,88758.5
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2019,89771.9
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2020,88289.9
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2021,89360.6
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2022,91650.0
Thousand persons,Females,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2023,92904.6
Thousand persons,Females,From 15 to 64 years,Total,Finland,2014,1171.0
Thousand persons,Females,From 15 to 64 years,Total,Finland,2015,1161.8
Thousand persons,Females,From 15 to 64 years,Total,Finland,2016,1154.4
Thousand persons,Females,From 15 to 64 years,Total,Finland,2017,1164.6
Thousand persons,Females,From 15 to 64 years,Total,Finland,2018,1194.7
Thousand persons,Females,From 15 to 64 years,Total,Finland,2019,1209.3
Thousand persons,Females,From 15 to 64 years,Total,Finland,2020,1187.3
Thousand persons,Females,From 15 to 64 years,Total,Finland,2021,1198.4
Thousand persons,Females,From 15 to 64 years,Total,Finland,2022,1234.7
Thousand persons,Females,From 15 to 64 years,Total,Finland,2023,1245.7
Thousand persons,Females,From 15 to 64 years,Total,France,2014,12607.2
Thousand persons,Females,From 15 to 64 years,Total,France,2015,12662.5
Thousand persons,Females,From 15 to 64 years,Total,France,2016,12707.2
Thousand persons,Females,From 15 to 64 years,Total,France,2017,12755.2
Thousand persons,Females,From 15 to 64 years,Total,France,2018,12891.9
Thousand persons,Females,From 15 to 64 years,Total,France,2019,12992.1
Thousand persons,Females,From 15 to 64 years,Total,France,2020,12929.7
Thousand persons,Females,From 15 to 64 years,Total,France,2021,13363.2
Thousand persons,Females,From 15 to 64 years,Total,France,2022,13644.9
Thousand persons,Females,From 15 to 64 years,Total,France,2023,13752.6
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2014,698.0
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2015,709.5
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2016,709.1
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2017,716.2
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2018,722.9
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2019,726.3
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2020,713.0
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2021,725.6
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2022,737.0
Thousand persons,Females,From 15 to 64 years,Total,Croatia,2023,747.6
Thousand persons,Females,From 15 to 64 years,Total,Hungary,2014,1867.2
Thousand persons,Females,From 15 to 64 years,Total,Hungary,2015,1911.5
Thousand persons,Females,From 15 to 64 years,Total,Hungary,2016,1972.0
